"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Pathways (KEGG)","Pancreatic cancer","depleted","0.0169018","0.0169018","0.599937","19","hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-6769b-5p; hsa-miR-3975; hsa-miR-548h-5p; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6815-5p; hsa-miR-378c; hsa-miR-4727-5p; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-4803; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Pathways (KEGG)","Amino sugar and nucleotide sugar metabolism","depleted","0.0173913","0.0173913","0.599937","6","hsa-miR-4516; hsa-miR-1225-3p; hsa-miR-4803; hsa-miR-5582-5p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Pathways (KEGG)","Cushing syndrome","depleted","0.0173913","0.0173913","0.599937","20","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-3975; hsa-miR-548h-5p; hsa-miR-4474-3p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6815-5p; hsa-miR-378c; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-4803; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","angiostatin binding GO0043532","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chloride channel inhibitor activity GO0019869","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-3975; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrial proton-transporting ATP synthase, catalytic core GO0005754","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of smoothened signaling pathway GO0045880","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","proteoglycan binding GO0043394","enriched","0.0183278","0.0183278","0.510639","4","hsa-miR-1205; hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-6756-5p"
"Annotations derived over miRTarBase (Gene Ontology)","proton-transporting ATP synthase complex, catalytic core F1 GO0045261","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","proton-transporting ATP synthase complex GO0045259","depleted","0.0183278","0.0183278","0.510639","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p"
"Target genes (miRTarBase)","ATP5A1","depleted","0.0183278","0.0183278","0.402564","4","hsa-miR-6715b-5p; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","7-methylguanosine cap hypermethylation GO0036261","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","CD8-positive, alpha-beta T cell activation GO0036037","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity GO0050510","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell receptor binding GO0042608","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","U1 snRNP GO0005685","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","cell fate specification GO0001708","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to dexamethasone stimulus GO0071549","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","collagen type V trimer GO0005588","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","collagen type XI trimer GO0005592","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","commitment complex GO0000243","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","eukaryotic translation initiation factor 3 complex GO0005852","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","eye morphogenesis GO0048592","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","formation of cytoplasmic translation initiation complex GO0001732","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","glucose-1,6-bisphosphate synthase activity GO0047933","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity GO0047238","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4K20 methyltransferase activity GO0042799","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","integrin biosynthetic process GO0045112","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","inward rectifier potassium channel complex GO1902937","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","membrane depolarization during action potential GO0086010","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","membrane repolarization during action potential GO0086011","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","monoatomic anion transmembrane transporter activity GO0008509","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of endodermal cell differentiation GO1903225","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of potassium ion export across plasma membrane GO1903765","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of transcription by RNA polymerase III GO0016480","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of tyrosine phosphorylation of STAT protein GO0042532","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","neuron remodeling GO0016322","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","pICln-Sm protein complex GO0034715","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of CD8-positive, alpha-beta T cell activation GO2001187","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of CD8-positive, alpha-beta T cell proliferation GO2000566","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of enamel mineralization GO0070175","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of interleukin-17 production GO0032740","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of potassium ion transmembrane transport GO1901381","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","protein complex oligomerization GO0051259","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of bone resorption GO0045124","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of potassium ion transmembrane transport GO1901379","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein localization to plasma membrane GO1903076","depleted","0.0184615","0.0184615","0.510639","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of resting membrane potential GO0060075","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","spliceosomal tri-snRNP complex GO0097526","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","transport vesicle membrane GO0030658","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","ventricular cardiac muscle cell action potential GO0086005","enriched","0.0184615","0.0184615","0.510639","2","hsa-miR-1205; hsa-miR-4516"
"Pathways (KEGG)","Starch and sucrose metabolism","enriched","0.0184615","0.0184615","0.599937","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Target genes (miRTarBase)","CHSY1","depleted","0.0184615","0.0184615","0.402564","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","COL5A1","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Target genes (miRTarBase)","EIF3H","depleted","0.0184615","0.0184615","0.402564","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","KCNH2","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-1205; hsa-miR-4516"
"Target genes (miRTarBase)","KCNK5","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Target genes (miRTarBase)","NR3C1","depleted","0.0184615","0.0184615","0.402564","2","hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","PGM2L1","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Target genes (miRTarBase)","SLC4A2","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-1205; hsa-miR-4516"
"Target genes (miRTarBase)","TNFAIP1","enriched","0.0184615","0.0184615","0.402564","2","hsa-miR-1205; hsa-miR-4516"
"Diseases (MNDR)","Stroke lacunar","enriched","0.0184615","0.0184615","0.195421","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"KEGG (miRPathDB)","Epstein-Barr virus infection","enriched","0.0184615","0.0184615","0.161943","2","hsa-miR-29b-1-5p; hsa-miR-4516"
"Annotations derived over miRTarBase (Gene Ontology)","membrane repolarization GO0086009","enriched","0.0206689","0.0206689","0.510639","7","hsa-miR-1205; hsa-miR-1250-5p; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-3975; hsa-miR-922; hsa-miR-6735-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear androgen receptor binding GO0050681","depleted","0.0206689","0.0206689","0.510639","7","hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-4803; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","amelogenesis GO0097186","enriched","0.0215385","0.0215385","0.510639","3","hsa-miR-1205; hsa-miR-4516; hsa-miR-3975"
"Annotations derived over miRTarBase (Gene Ontology)","base-excision repair, gap-filling GO0006287","depleted","0.0215385","0.0215385","0.510639","3","hsa-miR-6734-3p; hsa-miR-134-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ciliary base GO0097546","enriched","0.0215385","0.0215385","0.510639","3","hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-3975"
"Annotations derived over miRTarBase (Gene Ontology)","dorsalventral pattern formation GO0009953","depleted","0.0215385","0.0215385","0.510639","3","hsa-miR-6734-3p; hsa-miR-4803; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","establishment of mitotic spindle localization GO0040001","enriched","0.0215385","0.0215385","0.510639","3","hsa-miR-1205; hsa-miR-6769b-5p; hsa-miR-3975"
"Annotations derived over miRTarBase (Gene Ontology)","locomotory behavior GO0007626","depleted","0.0215385","0.0215385","0.510639","3","hsa-miR-6734-3p; hsa-miR-4803; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of amyloid-beta clearance GO1900222","depleted","0.0215385","0.0215385","0.510639","3","hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of viral life cycle GO1903902","enriched","0.0215385","0.0215385","0.510639","3","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-3975"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mitochondrial translation GO0070129","depleted","0.0215385","0.0215385","0.510639","3","hsa-miR-6734-3p; hsa-miR-134-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of membrane potential GO0042391","enriched","0.0219836","0.0219836","0.510639","10","hsa-miR-1205; hsa-miR-4516; hsa-miR-6715b-5p; hsa-miR-3975; hsa-miR-4474-3p; hsa-miR-4511; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6734-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of peptidyl-tyrosine phosphorylation GO0050731","enriched","0.0221362","0.0221362","0.510639","13","hsa-miR-1205; hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-548h-5p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6815-5p; hsa-miR-4727-5p; hsa-miR-6734-3p"
"Annotations derived over miRTarBase (Gene Ontology)","activation of NF-kappaB-inducing kinase activity GO0007250","enriched","0.0223472","0.0223472","0.510639","6","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of interleukin-10 production GO0032733","enriched","0.0223472","0.0223472","0.510639","6","hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-3975; hsa-miR-1225-3p; hsa-miR-922"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of phagocytosis GO0050766","enriched","0.0223472","0.0223472","0.510639","6","hsa-miR-4516; hsa-miR-3975; hsa-miR-548h-5p; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922"
"Annotations derived over miRTarBase (Gene Ontology)","protein targeting GO0006605","depleted","0.0223472","0.0223472","0.510639","6","hsa-miR-1225-3p; hsa-miR-922; hsa-miR-512-5p; hsa-miR-5582-5p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Pathways (KEGG)","Fructose and mannose metabolism","depleted","0.0246868","0.0246868","0.599937","9","hsa-miR-520d-3p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-4727-5p; hsa-miR-6734-3p; hsa-miR-4803; hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","endoplasmic reticulum organization GO0007029","depleted","0.0255013","0.0255013","0.510639","8","hsa-miR-6769b-5p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6815-5p; hsa-miR-378c; hsa-miR-6734-3p; hsa-miR-5582-5p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein N-linked glycosylation GO0006487","enriched","0.0255013","0.0255013","0.510639","8","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-548h-5p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic organ development GO0048568","depleted","0.026087","0.026087","0.510639","4","hsa-miR-6815-5p; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","extracellular matrix assembly GO0085029","enriched","0.026087","0.026087","0.510639","4","hsa-miR-29b-1-5p; hsa-miR-520d-3p; hsa-miR-3975; hsa-miR-4511"
"Annotations derived over miRTarBase (Gene Ontology)","transmembrane transporter activity GO0022857","enriched","0.026087","0.026087","0.510639","4","hsa-miR-1205; hsa-miR-4516; hsa-miR-4474-3p; hsa-miR-4511"
"Annotations derived over miRTarBase (Gene Ontology)","execution phase of apoptosis GO0097194","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","glycerophospholipid catabolic process GO0046475","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-1205; hsa-miR-548h-5p; hsa-miR-4474-3p; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-17A-mediated signaling pathway GO0038173","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA regulatory element binding translation repressor activity GO0000900","depleted","0.0264822","0.0264822","0.510639","5","hsa-miR-922; hsa-miR-378c; hsa-miR-4727-5p; hsa-miR-6734-3p; hsa-miR-134-3p"
"Annotations derived over miRTarBase (Gene Ontology)","peptidyl-tyrosine dephosphorylation GO0035335","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-6715b-5p; hsa-miR-6769b-5p; hsa-miR-548h-5p; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of execution phase of apoptosis GO1900119","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-1205; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of phosphorylation GO0042327","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-1205; hsa-miR-520d-3p; hsa-miR-3975; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","post-Golgi vesicle-mediated transport GO0006892","depleted","0.0264822","0.0264822","0.510639","5","hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6815-5p; hsa-miR-6734-3p; hsa-miR-512-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein-lysine N-methyltransferase activity GO0016279","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-4516; hsa-miR-6769b-5p; hsa-miR-3975; hsa-miR-548h-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-ubiquitin ligase activity GO0034450","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-6756-5p; hsa-miR-1225-3p"
"Annotations derived over miRTarBase (Gene Ontology)","voltage-gated potassium channel activity GO0005249","enriched","0.0264822","0.0264822","0.510639","5","hsa-miR-1205; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-548h-5p; hsa-miR-1225-3p"
"Diseases (MNDR)","Cholangiocarcinoma","depleted","0.0264822","0.0264822","0.195421","5","hsa-miR-922; hsa-miR-378c; hsa-miR-512-5p; hsa-miR-105-3p; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","neuron projection GO0043005","enriched","0.0267238","0.0267238","0.510639","16","hsa-miR-1205; hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-6715b-5p; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-4474-3p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6735-5p; hsa-miR-6815-5p; hsa-miR-6734-3p; hsa-miR-4803; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","receptor complex GO0043235","depleted","0.0267238","0.0267238","0.510639","16","hsa-miR-29b-1-5p; hsa-miR-520d-3p; hsa-miR-548h-5p; hsa-miR-4511; hsa-miR-6756-5p; hsa-miR-1225-3p; hsa-miR-922; hsa-miR-6815-5p; hsa-miR-4727-5p; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-4803; hsa-miR-5582-5p; hsa-miR-134-3p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","maturation of SSU-rRNA from tricistronic rRNA transcript SSU-rRNA, 5.8S rRNA, LSU-rRNA GO0000462","enriched","0.0270736","0.0270736","0.510639","7","hsa-miR-1250-5p; hsa-miR-6715b-5p; hsa-miR-520d-3p; hsa-miR-6769b-5p; hsa-miR-3975; hsa-miR-6734-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of G protein-coupled receptor signaling pathway GO0008277","enriched","0.0270736","0.0270736","0.510639","7","hsa-miR-29b-1-5p; hsa-miR-4516; hsa-miR-6715b-5p; hsa-miR-6769b-5p; hsa-miR-3975; hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to reactive oxygen species GO0034614","depleted","0.028654","0.028654","0.510639","6","hsa-miR-1205; hsa-miR-378c; hsa-miR-6734-3p; hsa-miR-512-5p; hsa-miR-139-3p; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear localization sequence binding GO0008139","enriched","0.028654","0.028654","0.510639","6","hsa-miR-1205; hsa-miR-4516; hsa-miR-520d-3p; hsa-miR-548h-5p; hsa-miR-4474-3p; hsa-miR-134-3p"
"Annotations derived over miRTarBase (Gene Ontology)","3-5 DNA helicase activity GO0043138","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","GDP-mannose 4,6-dehydratase activity GO0008446","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","GDP-mannose metabolic process GO0019673","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NADP+ binding GO0070401","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","axonemal outer doublet GO0097545","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-1205; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","centriolar subdistal appendage GO0120103","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cholesterol transport GO0030301","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","de novo GDP-L-fucose biosynthetic process GO0042351","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","four-way junction helicase activity GO0009378","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-5582-5p"
"Annotations derived over miRTarBase (Gene Ontology)","inner dynein arm assembly GO0036159","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-1205; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","marginal zone B cell differentiation GO0002315","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","microtubule-based process GO0007017","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","neurotransmitter biosynthetic process GO0042136","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-4516; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nitric oxide mediated signal transduction GO0007263","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","platelet dense tubular network GO0031094","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of endocytic recycling GO2001135","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-139-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of heme biosynthetic process GO0070453","enriched","0.0307692","0.0307692","0.510639","2","hsa-miR-29b-1-5p; hsa-miR-6715b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein metabolic process GO0051246","depleted","0.0307692","0.0307692","0.510639","2","hsa-miR-4803; hsa-miR-139-3p"
"Target genes (miRTarBase)","AHCY","enriched","0.0307692","0.0307692","0.402564","2","hsa-miR-29b-1-5p; hsa-miR-6715b-5p"
"Target genes (miRTarBase)","BTG2","depleted","0.0307692","0.0307692","0.402564","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","CCL16","enriched","0.0307692","0.0307692","0.402564","2","hsa-miR-4516; hsa-miR-6715b-5p"
"Target genes (miRTarBase)","CCND1","depleted","0.0307692","0.0307692","0.402564","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","CFAP73","enriched","0.0307692","0.0307692","0.402564","2","hsa-miR-1205; hsa-miR-6715b-5p"
"Target genes (miRTarBase)","DNAJC28","depleted","0.0307692","0.0307692","0.402564","2","hsa-miR-4803; hsa-miR-548ah-5p"
"Target genes (miRTarBase)","DNTTIP2","depleted","0.0307692","0.0307692","0.402564","2","hsa-miR-4803; hsa-miR-548ah-5p"
