"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"KCNK5","0.245","0.610","0.475","2","hsa-miR-29b-1-5p","hsa-miR-4516","","","","",""
"KDELR1","0.124","0.610","0.413","3","hsa-miR-1205","hsa-miR-922","hsa-miR-4516","","","",""
"KIAA0513","0.0215","0.610","0.273","4","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-1225-3p","hsa-miR-4511","","",""
"KIAA1191","0.00438","0.610","0.173","4","hsa-miR-6815-5p","hsa-miR-3975","hsa-miR-548ah-5p","hsa-miR-134-3p","","",""
"KIAA1456","0.150","0.610","0.450","3","hsa-miR-4516","hsa-miR-922","hsa-miR-134-3p","","","",""
"KIF6","0.204","0.610","0.420","2","hsa-miR-1225-3p","hsa-miR-520d-3p","","","","",""
"KLF7","0.186","0.610","0.395","2","hsa-miR-4516","hsa-miR-548h-5p","","","","",""
"KLHL21","0.347","0.610","0.610","2","hsa-miR-139-3p","hsa-miR-520d-3p","","","","",""
"KMT2A","0.0967","0.610","0.370","3","hsa-miR-6735-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"KPNA6","0.325","0.610","0.580","2","hsa-miR-4516","hsa-miR-520d-3p","","","","",""
"KREMEN1","0.162","0.610","0.467","3","hsa-miR-520d-3p","hsa-miR-922","hsa-miR-5582-5p","","","",""
"LGSN","0.230","0.610","0.455","2","hsa-miR-378c","hsa-miR-520d-3p","","","","",""
"LIAS","0.103","0.610","0.275","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"LIMA1","0.168","0.610","0.370","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"LIMK1","0.0941","0.610","0.260","2","hsa-miR-4516","hsa-miR-6756-5p","","","","",""
"LIPC","0.168","0.610","0.370","2","hsa-miR-6734-3p","hsa-miR-512-5p","","","","",""
"LLGL1","0.154","0.610","0.350","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"LLPH","0.116","0.610","0.295","2","hsa-miR-548ah-5p","hsa-miR-6734-3p","","","","",""
"LMNB2","0.0233","0.610","0.385","6","hsa-miR-6735-5p","hsa-miR-5582-5p","hsa-miR-1205","hsa-miR-378c","hsa-miR-3975","hsa-miR-6756-5p",""
"LRIG2","0.313","0.610","0.565","2","hsa-miR-4516","hsa-miR-1225-3p","","","","",""
"LRRC3C","0.264","0.610","0.500","2","hsa-miR-4516","hsa-miR-134-3p","","","","",""
"LRRC58","0.0438","0.610","0.398","5","hsa-miR-4516","hsa-miR-1205","hsa-miR-5582-5p","hsa-miR-6715b-5p","hsa-miR-520d-3p","",""
"LRTOMT","0.0199","0.610","0.197","3","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-139-3p","","","",""
"LSM14A","0.0258","0.610","0.217","3","hsa-miR-1205","hsa-miR-4474-3p","hsa-miR-134-3p","","","",""
"LTBP2","0.0420","0.610","0.165","2","hsa-miR-5582-5p","hsa-miR-1225-3p","","","","",""
"LZIC","0.150","0.610","0.450","3","hsa-miR-548ah-5p","hsa-miR-29b-1-5p","hsa-miR-4516","","","",""
"MAFK","0.0242","0.610","0.283","4","hsa-miR-6734-3p","hsa-miR-134-3p","hsa-miR-6756-5p","hsa-miR-6815-5p","","",""
"MAP3K2","0.0140","0.610","0.240","4","hsa-miR-5582-5p","hsa-miR-4511","hsa-miR-4727-5p","hsa-miR-6734-3p","","",""
"MARK2","0.147","0.610","0.340","2","hsa-miR-520d-3p","hsa-miR-6735-5p","","","","",""
"MAT2A","0.310","0.610","0.560","2","hsa-miR-29b-1-5p","hsa-miR-512-5p","","","","",""
"MBD4","0.120","0.610","0.300","2","hsa-miR-4516","hsa-miR-922","","","","",""
"MCFD2","0.0637","0.610","0.310","3","hsa-miR-6815-5p","hsa-miR-1225-3p","hsa-miR-6735-5p","","","",""
"MDFI","0.00510","0.610","0.120","3","hsa-miR-6734-3p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"MDK","0.130","0.610","0.315","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"MDM2","0.332","0.610","0.677","3","hsa-miR-6715b-5p","hsa-miR-548ah-5p","hsa-miR-1225-3p","","","",""
"MED17","0.157","0.610","0.355","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"MEMO1","0.0251","0.610","0.125","2","hsa-miR-6815-5p","hsa-miR-548ah-5p","","","","",""
"METTL14","0.0481","0.610","0.277","3","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-6715b-5p","","","",""
"METTL21A","0.126","0.610","0.310","2","hsa-miR-1225-3p","hsa-miR-6769b-5p","","","","",""
"METTL8","0.0850","0.610","0.350","3","hsa-miR-4803","hsa-miR-548h-5p","hsa-miR-520d-3p","","","",""
"MEX3A","0.0670","0.610","0.317","3","hsa-miR-6769b-5p","hsa-miR-6735-5p","hsa-miR-6734-3p","","","",""
"MFRP","0.0492","0.610","0.180","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"MIDN","0.0609","0.610","0.436","5","hsa-miR-548ah-5p","hsa-miR-6735-5p","hsa-miR-6715b-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","",""
"MIEF2","0.0331","0.610","0.145","2","hsa-miR-6715b-5p","hsa-miR-922","","","","",""
"MIER1","0.0214","0.610","0.115","2","hsa-miR-922","hsa-miR-4511","","","","",""
"MINK1","0.0740","0.610","0.330","3","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-922","","","",""
"MKI67","0.204","0.610","0.420","2","hsa-miR-4474-3p","hsa-miR-548h-5p","","","","",""
"MKNK2","0.309","0.610","0.650","3","hsa-miR-548ah-5p","hsa-miR-520d-3p","hsa-miR-1225-3p","","","",""
"MLLT1","0.231","0.610","0.557","3","hsa-miR-1225-3p","hsa-miR-6735-5p","hsa-miR-6756-5p","","","",""
"MNT","0.0888","0.610","0.357","3","hsa-miR-922","hsa-miR-6756-5p","hsa-miR-4516","","","",""
"MPP2","0.140","0.610","0.330","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"MRPS16","0.279","0.610","0.520","2","hsa-miR-512-5p","hsa-miR-6769b-5p","","","","",""
"MSANTD2","0.0468","0.610","0.175","2","hsa-miR-1225-3p","hsa-miR-6734-3p","","","","",""
"MTHFD1","0.287","0.610","0.530","2","hsa-miR-548h-5p","hsa-miR-139-3p","","","","",""
"MTHFD2","0.343","0.610","0.605","2","hsa-miR-548h-5p","hsa-miR-922","","","","",""
"MTMR1","0.00933","0.610","0.0750","2","hsa-miR-4516","hsa-miR-1225-3p","","","","",""
"MTPAP","0.212","0.610","0.430","2","hsa-miR-548ah-5p","hsa-miR-512-5p","","","","",""
"MTRF1L","0.140","0.610","0.330","2","hsa-miR-1205","hsa-miR-6815-5p","","","","",""
"MVB12B","0.0214","0.610","0.115","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"MYLIP","0.317","0.610","0.570","2","hsa-miR-548ah-5p","hsa-miR-512-5p","","","","",""
"MYO1F","0.294","0.610","0.540","2","hsa-miR-6734-3p","hsa-miR-520d-3p","","","","",""
"NACC2","0.259","0.610","0.590","3","hsa-miR-548ah-5p","hsa-miR-548h-5p","hsa-miR-6735-5p","","","",""
"NAP1L4","0.0180","0.610","0.105","2","hsa-miR-922","hsa-miR-512-5p","","","","",""
"NAV1","0.294","0.610","0.540","2","hsa-miR-6756-5p","hsa-miR-4474-3p","","","","",""
"NCLN","0.0310","0.610","0.140","2","hsa-miR-4511","hsa-miR-548ah-5p","","","","",""
"NDUFAF3","0.0820","0.610","0.240","2","hsa-miR-520d-3p","hsa-miR-922","","","","",""
"NDUFAF6","0.00814","0.610","0.0700","2","hsa-miR-1225-3p","hsa-miR-6734-3p","","","","",""
"NDUFB11","0.0850","0.610","0.245","2","hsa-miR-1225-3p","hsa-miR-6756-5p","","","","",""
"NEK7","0.0165","0.610","0.183","3","hsa-miR-4803","hsa-miR-5582-5p","hsa-miR-548h-5p","","","",""
"NFIB","0.0740","0.610","0.330","3","hsa-miR-6769b-5p","hsa-miR-4803","hsa-miR-520d-3p","","","",""
"NFIC","0.0431","0.610","0.444","6","hsa-miR-4727-5p","hsa-miR-6756-5p","hsa-miR-1205","hsa-miR-3975","hsa-miR-4516","hsa-miR-6815-5p",""
"NFIX","0.0389","0.610","0.328","4","hsa-miR-5582-5p","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-139-3p","","",""
"NKIRAS2","0.107","0.610","0.280","2","hsa-miR-4516","hsa-miR-6756-5p","","","","",""
"NLRP6","0.0180","0.610","0.105","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"NNT","0.147","0.610","0.340","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"NOC2L","0.0468","0.610","0.175","2","hsa-miR-6735-5p","hsa-miR-1205","","","","",""
"NOVA2","0.0704","0.610","0.220","2","hsa-miR-4474-3p","hsa-miR-134-3p","","","","",""
"NR3C1","0.264","0.610","0.500","2","hsa-miR-5582-5p","hsa-miR-548ah-5p","","","","",""
"NUCB1","0.0588","0.610","0.300","3","hsa-miR-6756-5p","hsa-miR-6769b-5p","hsa-miR-512-5p","","","",""
"NUDT3","0.110","0.610","0.465","4","hsa-miR-6734-3p","hsa-miR-520d-3p","hsa-miR-6769b-5p","hsa-miR-6735-5p","","",""
"NUMBL","0.00302","0.610","0.100","3","hsa-miR-6734-3p","hsa-miR-6715b-5p","hsa-miR-6735-5p","","","",""
"NUP62","0.0312","0.610","0.233","3","hsa-miR-6735-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"OCLN","0.147","0.610","0.340","2","hsa-miR-548ah-5p","hsa-miR-4516","","","","",""
"OR7D2","0.161","0.610","0.360","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"ORAI2","0.161","0.610","0.535","4","hsa-miR-6769b-5p","hsa-miR-520d-3p","hsa-miR-139-3p","hsa-miR-1225-3p","","",""
"OSBPL10","0.168","0.610","0.370","2","hsa-miR-6769b-5p","hsa-miR-6734-3p","","","","",""
"OSTM1","0.227","0.610","0.450","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"PABPN1","0.0278","0.610","0.295","4","hsa-miR-922","hsa-miR-4516","hsa-miR-6756-5p","hsa-miR-6769b-5p","","",""
"PAFAH1B2","0.0458","0.610","0.345","4","hsa-miR-548h-5p","hsa-miR-922","hsa-miR-548ah-5p","hsa-miR-6715b-5p","","",""
"PAK2","0.230","0.610","0.455","2","hsa-miR-922","hsa-miR-520d-3p","","","","",""
"PAK4","0.113","0.610","0.290","2","hsa-miR-6734-3p","hsa-miR-6815-5p","","","","",""
"PARP1","0.182","0.610","0.390","2","hsa-miR-1225-3p","hsa-miR-520d-3p","","","","",""
"PCGF3","0.204","0.610","0.420","2","hsa-miR-922","hsa-miR-6756-5p","","","","",""
"PDE12","0.347","0.610","0.610","2","hsa-miR-548h-5p","hsa-miR-6734-3p","","","","",""
"PDE4DIP","0.0420","0.610","0.165","2","hsa-miR-4516","hsa-miR-6734-3p","","","","",""
"PEA15","0.0279","0.610","0.223","3","hsa-miR-548ah-5p","hsa-miR-1205","hsa-miR-6769b-5p","","","",""
"PER1","0.283","0.610","0.525","2","hsa-miR-6715b-5p","hsa-miR-520d-3p","","","","",""
"PFKP","0.0517","0.610","0.185","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"PGM2L1","0.328","0.610","0.585","2","hsa-miR-4516","hsa-miR-29b-1-5p","","","","",""
"PHLPP2","0.147","0.610","0.340","2","hsa-miR-922","hsa-miR-1225-3p","","","","",""
"PHYKPL","0.0148","0.610","0.0950","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"PLA2G16","0.234","0.610","0.460","2","hsa-miR-512-5p","hsa-miR-6734-3p","","","","",""
"PLA2G4D","0.0164","0.610","0.100","2","hsa-miR-4474-3p","hsa-miR-1225-3p","","","","",""
"PLCE1","0.0324","0.610","0.237","3","hsa-miR-6715b-5p","hsa-miR-5582-5p","hsa-miR-3975","","","",""
"PLEKHG3","0.116","0.610","0.295","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"PLEKHM1","0.0813","0.610","0.343","3","hsa-miR-29b-1-5p","hsa-miR-520d-3p","hsa-miR-6756-5p","","","",""
"PMPCA","0.175","0.610","0.380","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"PNRC1","0.343","0.610","0.605","2","hsa-miR-1250-5p","hsa-miR-520d-3p","","","","",""
"POLR1B","0.0425","0.610","0.263","3","hsa-miR-548h-5p","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","",""
"POLR2E","0.190","0.610","0.400","2","hsa-miR-1205","hsa-miR-6769b-5p","","","","",""
"PPARGC1B","0.00510","0.610","0.120","3","hsa-miR-6715b-5p","hsa-miR-5582-5p","hsa-miR-378c","","","",""
"PPM1F","0.0218","0.610","0.203","3","hsa-miR-6756-5p","hsa-miR-4727-5p","hsa-miR-6715b-5p","","","",""
"PPP6R1","0.245","0.610","0.475","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"PRIM1","0.0967","0.610","0.370","3","hsa-miR-520d-3p","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","",""
"PRKCB","0.0850","0.610","0.245","2","hsa-miR-548ah-5p","hsa-miR-6734-3p","","","","",""
"PRKD3","0.0444","0.610","0.170","2","hsa-miR-4511","hsa-miR-4803","","","","",""
"PRR14L","0.268","0.610","0.505","2","hsa-miR-512-5p","hsa-miR-922","","","","",""
"PRRC2B","0.167","0.610","0.474","3","hsa-miR-4474-3p","hsa-miR-6756-5p","hsa-miR-3975","","","",""
"PRRG4","0.205","0.610","0.524","3","hsa-miR-520d-3p","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","",""
"PTBP1","0.0166","0.610","0.253","4","hsa-miR-548h-5p","hsa-miR-5582-5p","hsa-miR-1205","hsa-miR-6734-3p","","",""
"PTGES3L","0.0121","0.610","0.163","3","hsa-miR-4511","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"PTMA","0.131","0.610","0.423","3","hsa-miR-512-5p","hsa-miR-29b-1-5p","hsa-miR-6756-5p","","","",""
"PTP4A1","0.150","0.610","0.450","3","hsa-miR-4803","hsa-miR-548ah-5p","hsa-miR-548h-5p","","","",""
"PTPDC1","0.143","0.610","0.335","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"PTPN1","0.0733","0.610","0.225","2","hsa-miR-548h-5p","hsa-miR-6756-5p","","","","",""
"PTPN14","0.107","0.610","0.387","3","hsa-miR-4516","hsa-miR-5582-5p","hsa-miR-6734-3p","","","",""
"PTPN4","0.130","0.610","0.315","2","hsa-miR-4803","hsa-miR-548ah-5p","","","","",""
"PTPN9","0.0704","0.610","0.220","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"PVR","0.0209","0.610","0.200","3","hsa-miR-548ah-5p","hsa-miR-4727-5p","hsa-miR-139-3p","","","",""
"PXDC1","0.0232","0.610","0.120","2","hsa-miR-1225-3p","hsa-miR-134-3p","","","","",""
"PYCARD","0.0595","0.610","0.200","2","hsa-miR-3975","hsa-miR-1225-3p","","","","",""
"QSOX1","0.298","0.610","0.545","2","hsa-miR-520d-3p","hsa-miR-3975","","","","",""
"R3HDM2","0.0375","0.610","0.155","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"RAB11FIP1","0.253","0.610","0.485","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"RAB15","0.238","0.610","0.465","2","hsa-miR-6756-5p","hsa-miR-29b-1-5p","","","","",""
"RAB3IP","0.340","0.610","0.600","2","hsa-miR-922","hsa-miR-520d-3p","","","","",""
"RAB42","0.0880","0.610","0.250","2","hsa-miR-520d-3p","hsa-miR-1225-3p","","","","",""
"RAB5B","0.104","0.610","0.455","4","hsa-miR-1205","hsa-miR-548ah-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","",""
"RAC3","0.0232","0.610","0.120","2","hsa-miR-4516","hsa-miR-6815-5p","","","","",""
"RANGAP1","0.298","0.610","0.545","2","hsa-miR-520d-3p","hsa-miR-6735-5p","","","","",""
"RAP1B","0.133","0.610","0.320","2","hsa-miR-548ah-5p","hsa-miR-378c","","","","",""
"RASSF4","0.0517","0.610","0.185","2","hsa-miR-922","hsa-miR-4474-3p","","","","",""
"RBM12B","0.105","0.610","0.383","3","hsa-miR-548ah-5p","hsa-miR-520d-3p","hsa-miR-922","","","",""
"RBM23","0.200","0.610","0.517","3","hsa-miR-6734-3p","hsa-miR-4516","hsa-miR-5582-5p","","","",""
"RBMS2","0.143","0.610","0.440","3","hsa-miR-6735-5p","hsa-miR-3975","hsa-miR-548h-5p","","","",""
"RBPJ","0.193","0.610","0.405","2","hsa-miR-548ah-5p","hsa-miR-4474-3p","","","","",""
"RDH11","0.103","0.610","0.380","3","hsa-miR-29b-1-5p","hsa-miR-378c","hsa-miR-548h-5p","","","",""
"REST","0.0161","0.610","0.250","4","hsa-miR-548ah-5p","hsa-miR-520d-3p","hsa-miR-378c","hsa-miR-4516","","",""
"RFC2","0.0511","0.610","0.283","3","hsa-miR-3975","hsa-miR-1225-3p","hsa-miR-512-5p","","","",""
"RGMB","0.0279","0.610","0.223","3","hsa-miR-520d-3p","hsa-miR-6735-5p","hsa-miR-548ah-5p","","","",""
"RHOC","0.137","0.610","0.325","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"RHOF","0.110","0.610","0.285","2","hsa-miR-3975","hsa-miR-6756-5p","","","","",""
"RHOG","0.0622","0.610","0.205","2","hsa-miR-5582-5p","hsa-miR-6735-5p","","","","",""
"RLIM","0.0776","0.610","0.337","3","hsa-miR-4803","hsa-miR-548ah-5p","hsa-miR-922","","","",""
"RNASEH1","0.0595","0.610","0.200","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"RNF11","0.192","0.610","0.507","3","hsa-miR-4803","hsa-miR-6756-5p","hsa-miR-1205","","","",""
"RNF115","0.332","0.610","0.590","2","hsa-miR-6734-3p","hsa-miR-520d-3p","","","","",""
"RNF149","0.190","0.610","0.400","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"RNF40","0.245","0.610","0.475","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"RPA1","0.0106","0.610","0.0800","2","hsa-miR-139-3p","hsa-miR-29b-1-5p","","","","",""
"RPL14","0.227","0.610","0.450","2","hsa-miR-520d-3p","hsa-miR-6769b-5p","","","","",""
"RPL17-C18orf32","0.00247","0.610","0.0934","3","hsa-miR-4803","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","",""
"RPL41","0.245","0.610","0.475","2","hsa-miR-6769b-5p","hsa-miR-6735-5p","","","","",""
"RPRD2","0.218","0.610","0.540","3","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-6815-5p","","","",""
"RRP36","0.298","0.610","0.545","2","hsa-miR-6715b-5p","hsa-miR-6769b-5p","","","","",""
"RUFY2","0.00165","0.610","0.133","4","hsa-miR-1205","hsa-miR-6715b-5p","hsa-miR-548ah-5p","hsa-miR-29b-1-5p","","",""
"S100A16","0.168","0.610","0.370","2","hsa-miR-6715b-5p","hsa-miR-6756-5p","","","","",""
"SAA1","0.0232","0.610","0.120","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"SAMD12","0.157","0.610","0.355","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"SAMD8","0.124","0.610","0.413","3","hsa-miR-548h-5p","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","",""
"SAR1B","0.197","0.610","0.410","2","hsa-miR-4803","hsa-miR-520d-3p","","","","",""
"SATB2","0.179","0.610","0.385","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"SBF1","0.0496","0.610","0.280","3","hsa-miR-520d-3p","hsa-miR-5582-5p","hsa-miR-6715b-5p","","","",""
"SBNO1","0.0132","0.610","0.292","5","hsa-miR-922","hsa-miR-520d-3p","hsa-miR-1205","hsa-miR-4516","hsa-miR-6735-5p","",""
"SCAMP3","0.0543","0.610","0.190","2","hsa-miR-922","hsa-miR-6815-5p","","","","",""
"SCAMP4","0.143","0.610","0.440","3","hsa-miR-5582-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"SCOC","0.0135","0.610","0.170","3","hsa-miR-4516","hsa-miR-5582-5p","hsa-miR-134-3p","","","",""
"SDE2","0.230","0.610","0.455","2","hsa-miR-5582-5p","hsa-miR-548h-5p","","","","",""
"SEC61A1","0.113","0.610","0.290","2","hsa-miR-6735-5p","hsa-miR-922","","","","",""
"SECISBP2L","0.212","0.610","0.430","2","hsa-miR-4803","hsa-miR-6769b-5p","","","","",""
"SELENOI","0.126","0.610","0.310","2","hsa-miR-5582-5p","hsa-miR-6715b-5p","","","","",""
"SELENON","0.0126","0.610","0.233","4","hsa-miR-1205","hsa-miR-6756-5p","hsa-miR-5582-5p","hsa-miR-6715b-5p","","",""
"SEM1","0.0543","0.610","0.190","2","hsa-miR-1225-3p","hsa-miR-548h-5p","","","","",""
"SENP2","0.154","0.610","0.350","2","hsa-miR-4516","hsa-miR-6756-5p","","","","",""
"SERF1A","0.0761","0.610","0.230","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"SERF1B","0.0820","0.610","0.240","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"SESN2","0.283","0.610","0.525","2","hsa-miR-4474-3p","hsa-miR-1205","","","","",""
"SETD1B","0.164","0.610","0.470","3","hsa-miR-6756-5p","hsa-miR-1205","hsa-miR-6769b-5p","","","",""
"SETD7","0.234","0.610","0.460","2","hsa-miR-548h-5p","hsa-miR-3975","","","","",""
"SF3B3","0.0757","0.610","0.408","4","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-6815-5p","hsa-miR-520d-3p","","",""
"SFN","0.168","0.610","0.370","2","hsa-miR-4516","hsa-miR-6756-5p","","","","",""
"SGMS2","0.0310","0.610","0.140","2","hsa-miR-548ah-5p","hsa-miR-6756-5p","","","","",""
"SGPL1","0.0794","0.610","0.340","3","hsa-miR-548ah-5p","hsa-miR-6769b-5p","hsa-miR-6715b-5p","","","",""
"SGPP2","0.0790","0.610","0.235","2","hsa-miR-1225-3p","hsa-miR-6715b-5p","","","","",""
"SH3BP2","0.0704","0.610","0.220","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"SH3GLB1","0.0467","0.610","0.273","3","hsa-miR-520d-3p","hsa-miR-6735-5p","hsa-miR-548ah-5p","","","",""
"SHISA9","0.0927","0.610","0.363","3","hsa-miR-4516","hsa-miR-548h-5p","hsa-miR-6734-3p","","","",""
"SHOC2","0.253","0.610","0.584","3","hsa-miR-922","hsa-miR-512-5p","hsa-miR-4803","","","",""
"SIAH3","0.0180","0.610","0.105","2","hsa-miR-4516","hsa-miR-6734-3p","","","","",""
"SIGLEC10","0.0790","0.610","0.235","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"SIK1","0.0637","0.610","0.310","3","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-548h-5p","","","",""
"SLC12A7","0.0813","0.610","0.343","3","hsa-miR-6734-3p","hsa-miR-4511","hsa-miR-29b-1-5p","","","",""
"SLC16A9","0.150","0.610","0.345","2","hsa-miR-4727-5p","hsa-miR-4511","","","","",""
"SLC22A23","0.0704","0.610","0.220","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"SLC25A33","0.283","0.610","0.525","2","hsa-miR-134-3p","hsa-miR-520d-3p","","","","",""
"SLC25A36","0.150","0.610","0.345","2","hsa-miR-4516","hsa-miR-4803","","","","",""
"SLC2A1","0.0880","0.610","0.250","2","hsa-miR-4516","hsa-miR-1225-3p","","","","",""
"SLC2A5","0.0910","0.610","0.255","2","hsa-miR-512-5p","hsa-miR-6815-5p","","","","",""
"SLC35C2","0.230","0.610","0.455","2","hsa-miR-6756-5p","hsa-miR-520d-3p","","","","",""
"SLC35F5","0.193","0.610","0.405","2","hsa-miR-1205","hsa-miR-520d-3p","","","","",""
"SLC39A11","0.100","0.610","0.270","2","hsa-miR-6734-3p","hsa-miR-922","","","","",""
"SLC39A13","0.00814","0.610","0.0700","2","hsa-miR-1225-3p","hsa-miR-6734-3p","","","","",""
"SLC39A9","0.147","0.610","0.340","2","hsa-miR-4474-3p","hsa-miR-3975","","","","",""
"SLC4A2","0.0880","0.610","0.250","2","hsa-miR-4516","hsa-miR-1205","","","","",""
"SLC5A3","0.147","0.610","0.340","2","hsa-miR-548h-5p","hsa-miR-548ah-5p","","","","",""
"SLC6A4","0.0399","0.610","0.257","3","hsa-miR-1205","hsa-miR-520d-3p","hsa-miR-6756-5p","","","",""
"SLC7A1","0.182","0.610","0.390","2","hsa-miR-1205","hsa-miR-6756-5p","","","","",""
"SLC7A14","0.0761","0.610","0.230","2","hsa-miR-4727-5p","hsa-miR-5582-5p","","","","",""
"SLIT1","0.0595","0.610","0.200","2","hsa-miR-6769b-5p","hsa-miR-6734-3p","","","","",""
"SLIT3","0.0164","0.610","0.100","2","hsa-miR-4511","hsa-miR-922","","","","",""
"SMAD5","0.201","0.610","0.415","2","hsa-miR-548h-5p","hsa-miR-4511","","","","",""
"SNAP47","0.140","0.610","0.330","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"SND1","0.0353","0.610","0.150","2","hsa-miR-4516","hsa-miR-6734-3p","","","","",""
"SNRNP27","0.0353","0.610","0.150","2","hsa-miR-139-3p","hsa-miR-4511","","","","",""
"SOCS5","0.268","0.610","0.505","2","hsa-miR-4474-3p","hsa-miR-520d-3p","","","","",""
"SOWAHA","0.0353","0.610","0.150","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"SPATA5","0.186","0.610","0.395","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"SPATA6","0.0850","0.610","0.245","2","hsa-miR-6756-5p","hsa-miR-4516","","","","",""
"SPOPL","0.0761","0.610","0.230","2","hsa-miR-4516","hsa-miR-3975","","","","",""
"SPRY4","0.154","0.610","0.457","3","hsa-miR-4516","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"SPRYD3","0.0180","0.610","0.105","2","hsa-miR-4516","hsa-miR-922","","","","",""
"SRRD","0.126","0.610","0.310","2","hsa-miR-6715b-5p","hsa-miR-29b-1-5p","","","","",""
"SRRM4","0.0733","0.610","0.225","2","hsa-miR-922","hsa-miR-6734-3p","","","","",""
"SRSF1","0.257","0.610","0.490","2","hsa-miR-6735-5p","hsa-miR-6734-3p","","","","",""
"SRSF2","0.306","0.610","0.555","2","hsa-miR-6715b-5p","hsa-miR-548ah-5p","","","","",""
"SSU72","0.197","0.610","0.410","2","hsa-miR-5582-5p","hsa-miR-6715b-5p","","","","",""
"STAT3","0.0439","0.610","0.267","3","hsa-miR-4516","hsa-miR-922","hsa-miR-29b-1-5p","","","",""
"STK10","0.0180","0.610","0.105","2","hsa-miR-1225-3p","hsa-miR-922","","","","",""
"SVOP","0.291","0.610","0.535","2","hsa-miR-548h-5p","hsa-miR-4727-5p","","","","",""
"SYT7","0.0412","0.610","0.260","3","hsa-miR-6735-5p","hsa-miR-139-3p","hsa-miR-4516","","","",""
"TAF1D","0.0620","0.610","0.307","3","hsa-miR-922","hsa-miR-3975","hsa-miR-1225-3p","","","",""
