Score,SuperPath Name,# SuperPath Total Genes,# SuperPath Matched Genes,Matched Genes (Symbols),Evidence URL
24.72,TGF-Beta Pathway,653,120,"MAP2, MAP2K1, MAP2K3, PTK7, MAP2K4, MAP2K6, STAT3, HDGF, EIF4A2, PTPA, RAN, EIF4EBP1, MAP3K2, EIF4EBP2, CCL5, CEBPB, VEGFA, VEGFB, SAR1B, MDK, SP1, MYC, MAPK1, KITLG, MAPK13, GCFC2, F2R, FGF19, F2RL3, SOCS1, FGF5, FGF7, PPP2R5C, PPP2R5D, SOCS5, GDF15, ELOC, UBD, UBE2B, LEFTY1, TP53, ELP2, MAPK6, MAPK7, GNA13, ITGA2, ITGA3, KPNA1, LTBP2, DUSP10, MAPKAPK2, MAPKAPK5, DUSP14, NRAS, GNB5, DUSP4, ITGB1, GFER, DUSP9, XIAP, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, EPHA2, EPHA4, PXN, DCX, SMAD3, SUMO1, TCF3, SMAD5, JAK3, ERBB2, RRAS, RRAS2, DDR1, IKBKG, DDR2, H3-4, TEAD4, TNFRSF10B, H3C10, AKT1, CREB1, TNFRSF13C, AKT3, H3C2, PLPP3, PDGFRA, TRADD, RHOA, PAK2, PAK6, IFNAR2, IL2RA, PDPK1, CRK, TFAM, IFNGR1, NFE2L1, TGFA, TGFB1, TGFB2, IGF1R, TGFBR2, IL7R, BMP2, EGF, BMP8B, RAC3, MKNK2, ARHGEF12, CRKL, SKI, CCL16, MAP1B, ELK1, PAK4, ITGB8",https://pathcards.genecards.org/card/tgf-beta_pathway
24.15,VEGF Pathway (Qiagen),122,37,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, VEGFA, VEGFB, MAPK1, MAPK13, HSP90AA1, RND2, MAPK7, GNA13, MAPKAPK2, NRAS, ITGB1, PXN, ITPR1, ITPR2, BCAR1, SHC1, RRAS, RRAS2, ACTG1, AKT1, AKT3, SRF, PRKCB, PRKCH, PRKD3, RHOA, RHOB, RHOC, RHOG, RHOH, EGF, ELK1, MEF2D",https://pathcards.genecards.org/card/vegf_pathway_(qiagen)
23.94,MAPK-Erk Pathway,275,63,"MAP2K1, MAP2K3, CAPZA1, CAPZA2, MAP2K4, MAP2K6, STAT3, MAP3K2, PFN1, CEBPB, RAP1B, MAPK1, HSP90AA1, HSP90B1, ARPC3, PPP3R1, TMOD3, MAPK6, MAPK7, ITGA2, ITGA3, NRAS, ITGB1, RPS6KA1, RPS6KA5, EPHA2, EPHA4, PXN, SPRED1, TAL1, YWHAB, YWHAE, SHC1, BCL2L11, YWHAZ, MYLK3, CREB1, CREB3L2, DNM2, PRKAA2, PRKAB1, PRKACB, PRKCB, PRKCH, CREBZF, PPARA, CDC25A, RHOA, CRK, PEA15, FURIN, ESR1, ESR2, FZD9, RAC3, KSR2, ARHGEF39, CAMK4, CDKN1B, VASP, ELK1, PRKAB2, ITGB8",https://pathcards.genecards.org/card/mapk-erk_pathway
23.81,Homology Directed Repair,346,74,"NPLOC4, POLL, POLM, POLQ, INO80D, MDC1, BRCC3, GTF2H3, GTF2H5, WEE1, CCNB1, POLR2E, BRIP1, TIMELESS, RMI1, FAAP24, TIPIN, SFN, UBE2B, TP53, ABL1, ISY1, UBE2V2, COPS7B, KPNA2, WRN, PCLAF, CHEK1, CHEK2, XRCC3, XRCC5, XRCC6, APEX1, DDB1, SPRTN, NSD2, SUMO1, CUL4B, H2AC18, H2AC19, H2AC20, MSH3, H2AC7, H2AC8, HUS1, YWHAB, YWHAE, H2BC11, H2BC12, ERCC1, H2BC15, H2BC21, YWHAZ, YY1, H2BC26, H2BC3, H2BC5, RFC2, SMARCA5, H3-4, MBD4, TERF2, SEM1, FANCA, ALKBH5, FTO, RIF1, SMUG1, FANCM, PARP1, PARP2, RPA1, RAD50, CDK2",https://pathcards.genecards.org/card/homology_directed_repair
23.69,MAP Kinase Signaling,113,35,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, NIBAN2, MAP3K2, TAB3, MAPK1, MAPK13, RASD1, SFN, MAPK6, MAPK7, GNAQ, DUSP10, MAPKAPK2, MAPKAPK5, NRAS, DUSP4, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, YWHAB, YWHAE, FOSL1, FOSL2, RRAS, YWHAZ, JUND, SRF, SHOC2, PEA15, RAC3, ELK1",https://pathcards.genecards.org/card/map_kinase_signaling
23.50,Focal Adhesion,198,50,"MAP2K1, TXK, DIAPH1, CCND1, CCND2, VEGFA, VEGFB, EMP2, RAP1B, MAPK1, COL1A1, TLN1, CAV1, ITGA2, ITGA3, ITGB1, CTNNB1, XIAP, MYL12A, PXN, TNR, BCAR1, ERBB2, SHC1, MYLK3, ACTG1, AKT1, ACTN4, AKT3, PRKCB, PDGFRA, RHOA, PAK2, PAK6, PDPK1, VAV3, CRK, IGF1R, EGF, RAC3, THBS1, CRKL, LAMA2, LAMA4, LAMA5, LAMC1, VASP, ELK1, PAK4, ITGB8",https://pathcards.genecards.org/card/focal_adhesion
23.35,Class I MHC Mediated Antigen Processing and Presentation,854,146,"CANX, GAN, CAPZA1, CAPZA2, FBXL20, NPLOC4, FBXL5, FBXL7, RLIM, FBXO17, FEM1A, FEM1B, FEM1C, B2M, FBXO41, WDTC1, SAR1B, RAP1B, PTPN6, FBXO44, KLHL11, KLHL21, SOCS1, COL1A1, COL3A1, FBXW11, PPP2R5C, PPP2R5D, UBA6, KLHL42, SOCS5, VHL, PPP3R1, PUM2, ELOC, UBD, UBE2B, UBE2D1, UBE2D2, UBE2F, UBE2G1, UBE2H, UBE2Q1, LRSAM1, ASB11, ASB16, RNF115, RNF126, UBE2V1, UBE2V2, COPS7B, RBBP6, AP2B1, AP2M1, HIF1A, UBE3C, RBCK1, PVR, NRAS, WSB1, ITGB1, UBOX5, STX4, DCAF7, DCAF8, CD209, RNF144B, TRIB3, DCTN5, DCTN6, RNF19B, ITPR1, ITPR2, DCUN1D5, DDA1, HLA-A, HLA-B, PDCD1, HLA-DOA, DDB1, CD28, TRIM37, DYNLL2, HLA-DRB5, HLA-E, CUL3, CUL4B, RNF34, BCAP31, MYLIP, HMGB1, SH3KBP1, TRIM63, YWHAB, ICAM1, RNF41, RNF6, YWHAZ, SPSB1, TRIM71, IKBKG, LILRA5, ASB6, MICA, AKT1, DNM2, SEC31A, PRKACB, VAMP3, AKT3, SEC61A1, PRKCB, KBTBD6, ORAI2, SEM1, PAG1, TRAF6, AREL1, PAK2, CYBB, PDPK1, SIGLEC10, ZNRF2, CLEC2D, RICTOR, PSMD11, SIGLEC9, BIRC5, FZR1, PEDS1-UBE2V1, SNAP23, THEM4, CALR, RAET1E, TUBB2A, KIF23, AMER1, KIF2C, KIF3A, KIF5B, CAND1, ARIH2, FBXL18, CDKN1A, VASP, CSK",https://pathcards.genecards.org/card/class_i_mhc_mediated_antigen_processing_and_presentation
23.08,Akt Signaling,682,122,"MAP2K3, PTK7, MAP2K6, TXK, STAT3, HDGF, PFKFB3, PFKM, PFKP, PTPA, EIF4EBP1, CCL5, CCND1, CCND2, NPTN, VEGFB, MDK, MDM2, SP1, KITLG, MAPK13, HSP90AA1, FGF19, ELK4, FGF5, FGF7, PPP2R5C, PPP2R5D, WNK1, FCER1G, GDF15, IRAK2, IRAK4, LEFTY1, TP53, RND2, GNA13, GNAI2, ITGA2, ITGA3, LTBP2, MAPKAPK2, MAPKAPK5, TLR7, NRAS, GNB5, ITGB1, CHEK1, GFER, XIAP, RPS6KA5, EPHA2, EPHA4, PXN, YAP1, CD28, BCAP31, JAK3, ERBB2, YWHAB, YWHAE, FOSL1, CXCL10, CXCL11, RRAS, RRAS2, YWHAZ, DDR1, IKBKG, PLCD3, PLCE1, DDR2, JUND, TNFRSF10B, ACTG1, AKT1, AKT1S1, CREB1, TNFRSF13C, AKT3, ACVR2B, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, TRADD, TRAF6, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, CDC37, TNFRSF21, IL2RA, PDPK1, VAV3, TGFA, TGFB1, TGFB2, IGF1R, IL7R, BMP2, EGF, BMP8B, BMPR1A, RAC3, GABRB1, THEM4, ATXN1, MKNK2, ATXN2, CCL16, CDKN1A, CDKN1B, ELK1, PAK4, MEF2D, ITGB8",https://pathcards.genecards.org/card/akt_signaling
22.72,Nervous System Development,1269,200,"CAPN1, RPS2, MAP2K1, RPL12, MAP2K6, CARM1, NPNT, THRAP3, HAND2, STAT3, CNOT6L, LCE1A, LCE1B, EIF4A2, RPS24, GATA2, PFN1, RPL13A, NCOA3, CACNG8, POLR2E, CEBPB, RPL14, MYC, MAPK1, NKX2-2, NKX6-1, CSNK2A1, MAPK13, HSP90AA1, LDB1, MED16, MED17, ARPC3, HSPA8, COL3A1, COL5A1, MED18, MED21, MED23, TLN1, ELOC, LEFTY1, TP53, NR2F2, AGO2, MED28, KMT2A, KMT2D, ABL1, ABLIM1, TBL1XR1, MED7, MAPK7, ITGA2, RPL24, RBBP4, AP2B1, AP2M1, VLDLR, NR6A1, NRAS, SCN4B, TBX20, ITGB1, RPL41, STX1B, DCC, KRT10, CTNNB1, RPS6KA1, RPS6KA2, MYH9, MYL12A, SLIT1, SLIT3, RPS6KA4, RPS6KA5, GFRA1, PKNOX1, EPHA2, EPHA4, APH1A, YAP1, DCX, LFNG, SMAD3, RBM8A, KRT33B, RPS7, SDC2, RPS8, TAL1, H2AC18, H2AC19, H2AC20, TCF3, H2AC7, H2AC8, RBPJ, MSI1, ERBB2, SH3KBP1, MSN, FOXC1, H2BC11, H2BC12, SHC1, RPL35A, PRSS8, H2BC15, H2BC21, RRAS, YY1, H2BC26, H2BC3, H2BC5, SUZ12, MYO10, ONECUT3, RNPS1, FOXP1, TEAD4, H3C10, HMGCR, PABPN1, ACTG1, KRT80, POU3F1, POU3F3, AKT1, CREB1, DNM2, SREBF1, POU5F1, PRKACB, ACTR2, AKT3, SRF, SRGAP1, RGMB, H3C14, H3C15, H3C2, ACVR1B, ACVR2B, SEM1, PPARA, KDM5A, CLASP1, RHOA, RHOB, RHOC, PAK2, PAK6, NEUROD1, TET3, PLXNA2, VAV3, SEMA7A, CACNA1H, UNC5B, RUNX1, CRMP1, TFAP2A, TFAP2C, FURIN, RPS11, CACNB1, PSMD11, NAB2, LIMK1, TGFB1, KRTAP13-2, HOXA3, HOXB3, EFNA1, RPS15A, EFNA5, GRB10, KRTAP5-4, MIXL1, ARHGEF12, SIX1, TUBB2A, HOXC4, HOXD4, BNIP2, BOC, CDK2, LAMA2, LAMC1, CDK4, DPYSL2, CDKN1A, VASP, GATA6, PAK4, MEF2D, DUXA",https://pathcards.genecards.org/card/nervous_system_development
22.70,Assembly of The Pre-replicative Complex,314,68,"GATA2, CCND1, CCND2, CSNK2A1, LDB1, PHC2, PHC3, UBE2D1, AGO1, AGO2, AGO3, KMT2A, KMT2D, GMNN, ABL1, COMMD3-BMI1, CBX2, CBX8, OCLN, KPNA1, KPNA6, PCGF5, YAP1, TNRC6A, TNRC6B, TAL1, H2AC18, H2AC19, H2AC20, TCF3, H2AC7, H2AC8, H2BC11, H2BC12, H2BC15, H2BC21, GINS3, GINS4, H2BC26, H2BC3, H2BC5, RFC2, PRIM1, H3C10, SMARCD1, SMARCE1, H3C14, H3C15, H3C2, PRKCB, SEM1, ORC4, IL2RA, RUNX1, PSMD11, ESR1, RYBP, FZR1, BMI1, THBS1, MCM7, RPA1, MCM8, CDK2, ARID2, PAX5, CDK6, CBX6",https://pathcards.genecards.org/card/assembly_of_the_pre-replicative_complex
22.47,Retinoblastoma Gene in Cancer,86,29,"WEE1, CCNB1, CCND1, MDM2, MYC, MAPK13, STMN1, TP53, ABL1, RBBP4, CHEK1, HMGB1, HMGB2, E2F2, E2F3, SUV39H1, RRM2, PRIM1, CCDC6, DCK, CDC25A, NPAT, MCM7, RPA1, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/retinoblastoma_gene_in_cancer
22.04,CKAP4 Signaling Pathway Map,108,33,"MAP2K1, DKK3, CCNB1, CCND1, MDM2, SP1, MYC, MAPK1, GLI2, TP53, COMMD3-BMI1, OCLN, ITGB1, CHEK2, APAF1, CTNNB1, SMAD3, BCL2L11, CD44, TNFRSF10B, AKT1, POU5F1, TRAF1, BIRC5, ESR1, TGFB1, TGFB2, TGFBR2, PARD3, BMI1, CDK4, CAND1, CDKN1B",https://pathcards.genecards.org/card/ckap4_signaling_pathway_map
22.03,Breast Cancer Pathway,199,49,"MAP2K1, MAP2K3, MAP2K6, STAT3, NCOA3, CCND1, MDM2, CSNK1A1, SP1, MYC, MAPK1, CSNK2A1, FGF19, DLL4, FGF5, FGF7, HEYL, TP53, MAPK6, MAPK7, NRAS, CTNNB1, DVL3, SMAD5, ERBB2, SHC1, E2F2, E2F3, AKT1, ACTR2, AKT3, PDGFRA, NOTCH2, NOTCH3, ESR1, ESR2, IGF1R, FZD6, FZD9, IL6ST, PARP1, EGF, BMPR1A, RAD50, CDK4, WNT7B, CDK6, CDKN1A, ELK1",https://pathcards.genecards.org/card/breast_cancer_pathway
21.92,Regulation of Telomerase,68,25,"CCND1, SP1, MYC, HSP90AA1, NR2F2, ABL1, RBBP4, WRN, XRCC5, XRCC6, SMAD3, HUS1, YWHAE, AKT1, TERF2, TERT, IFNAR2, HNRNPC, ZNFX1, ESR1, TGFB1, PARP2, EGF, RAD50, CDKN1B",https://pathcards.genecards.org/card/regulation_of_telomerase
21.74,Vesicle-mediated Transport,673,119,"CAPZA1, CAPZA2, ANKRD27, MVB12B, TBC1D13, SAR1B, VPS53, GCC1, HSP90AA1, SNX9, HSP90B1, ARPC3, SBF1, HSPA8, COL1A1, COL3A1, LDLR, SFN, STX16, STX17, SCARF1, GDI1, RNF103-CHMP3, PPP6R1, COPS7B, COPZ1, AP2B1, AP2M1, PPP6R3, HIP1, AP4E1, STX4, STX6, TMED10, TMED7, TMED9, SCOC, MYH9, GNS, GOLGA2, PICALM, GGA2, DCTN5, DCTN6, FNBP1L, EPN1, CHMP3, GOLIM4, DYNLL2, YKT6, REPS2, EPS15L1, FOLR1, MON1B, SH3KBP1, YWHAB, YWHAE, M6PR, YWHAZ, RAB11B, MYO5A, GJB1, TRIP10, GJD3, CD55, SEC16A, SEC22C, ACTG1, AKT1, PACSIN1, ULK1, DNM2, SEC31A, PRKAA2, PRKAB1, VAMP3, ACTR2, AKT3, KDELR1, CD59, RAB1A, PAFAH1B2, RAB39B, RAB3GAP1, FTH1, OPTN, RAB3IP, RHOBTB3, RAB4A, BICD2, TRAPPC2, VPS37B, MCFD2, TGFA, ALS2CL, BLOC1S3, RAB8B, SNAP23, IL7R, SNAP29, EGF, SNAPIN, CALR, TUBB2A, KIF23, SYT2, GRK2, KIF2C, KIF3A, MAN1C1, KIF5B, KIF6, SAA1, GALNT1, SNX5, RAB5B, PRKAB2, RAB1B, RAB32",https://pathcards.genecards.org/card/vesicle-mediated_transport
21.63,MAPK Signaling Pathway,244,56,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP3K2, CACNG8, MYC, RAP1B, STK4, MAPK1, MAPK13, STMN1, FGF19, ELK4, HSPA1B, HSPA6, HSPA8, FGF5, FGF7, PPP3R1, TP53, MAPK7, DUSP10, MAPKAPK2, MAPKAPK5, DUSP2, NRAS, DUSP4, DUSP9, RPS6KA4, RPS6KA5, PLA2G4D, RRAS, RRAS2, IKBKG, JUND, TAOK1, AKT1, PRKACB, AKT3, SRF, TRAF6, PAK2, CRK, CACNA1H, CACNA2D2, CACNB1, TGFB1, TGFB2, TGFBR2, EGF, RAC3, MKNK2, NLK, CRKL, ELK1",https://pathcards.genecards.org/card/mapk_signaling_pathway
21.29,Cytokine Signaling in Immune System,787,134,"CANX, EIF2S1, MAP2K1, MAP2K3, EIF2S3, CAPZA1, MAP2K4, MAP2K6, TNFSF15, TNIP2, TXLNA, STAT3, SAMHD1, EIF4A2, PTPN1, CCL5, NUP35, NUP42, NUP62, TAB3, PTPN14, B2M, NKIRAS1, NKIRAS2, CCND1, VEGFA, PTPN4, NUP98, MYC, RAP1B, MAPK1, PTPN6, PTPN9, HSP90AA1, HSP90B1, USP14, HSPA1B, SOCS1, HSPA8, FAAP24, FBXW11, PPP2R5D, SOCS5, SOD2, ELOC, IRAK2, IRAK4, UBE2D1, IRF2, UBE2D2, TP53, IRF4, NLRC5, MAPK7, UBE2V1, HIF1A, KPNA1, KPNA2, MAPKAPK2, NRAS, DUSP4, ITGB1, STX4, RPS6KA1, RPS6KA2, RPS6KA5, P4HB, SMAD3, HLA-A, HLA-B, SDC1, TRIM31, SUMO1, HLA-DRB5, HLA-E, JAK3, HMGB1, MSN, SHC1, ICAM1, CXCL10, BCL2L1, BCL2L11, YWHAZ, PDE12, IKBKG, CD44, H3C10, POU2F1, AKT1, CREB1, HMOX1, IFI6, TNFRSF13C, AKT3, MID1, H3C14, H3C15, H3C2, PIM1, SEM1, ADAM17, TRAF6, TOLLIP, N4BP1, PAK2, IFNAR2, IL2RA, FANCA, CRK, IFNGR1, IFNLR1, ALOX15, PSMD11, BIRC5, TGFB1, FANCM, PEDS1-UBE2V1, MCL1, SNAP25, IL6ST, IL7R, ADAR, GRB10, RORA, TUBB2A, CRKL, LAMA5, SAA1, ARIH1, CDKN1A, CDKN1B, ELK1, CSK",https://pathcards.genecards.org/card/cytokine_signaling_in_immune_system
21.27,PIP3 Activates AKT Signaling,310,66,"TNKS2, MDM2, MAPK1, KITLG, CSNK2A1, FGF19, FGF5, FGF7, STRN, PPP2R5C, PPP2R5D, PHC2, PHC3, OTUD3, IRAK4, TP53, AGO1, AGO2, AGO3, COMMD3-BMI1, CBX2, CBX8, RBBP4, KPNA2, SGK1, PHLPP2, HDAC5, XIAP, TRIB3, ITPR1, ITPR2, TNRC6A, TNRC6B, CD28, TRIM27, REST, ERBB2, RRAGC, SUZ12, RCOR1, FRK, AKT1, AKT1S1, CREB1, PRKACB, AKT3, PDGFRA, SEM1, TRAF6, RHOG, PDPK1, RICTOR, PSMD11, TGFA, ESR1, ESR2, BMI1, EGF, THEM4, ADCY9, GRK2, CAMK4, CDKN1A, CDKN1B, MTA1, CBX6",https://pathcards.genecards.org/card/pip3_activates_akt_signaling
21.03,Response to Elevated Platelet Cytosolic Ca2+,622,111,"A1BG, CAPZA1, CAPZA2, SLC16A1, CYRIB, GATA2, ADRA2B, PTPN1, PFN1, WEE1, VEGFA, VEGFB, RAP1B, TOR4A, MAPK1, PTPN6, ABHD12, F2R, ENDOD1, SLC7A11, SLC7A5, GTPBP2, F2RL3, F3, COL1A1, PPP2R5C, PPP2R5D, TLN1, CAV1, FCER1G, IRF2, TP53, TMSB4X, ABL1, SLC8A1, GNA13, GNAI2, GNAQ, ITGA2, CBX5, ITGA3, NRAS, GNB5, ITGB1, STX4, CD244, ITPR1, ITPR2, SDC1, SDC2, APLP2, AKAP1, BCAR1, MFN1, GP5, QSOX1, APOH, SHC1, YWHAZ, PDE11A, RCOR1, CD44, FAM3C, MAFK, CD47, TNFRSF10B, H3C10, ATP1B3, ATP2B4, AKT1, ACTN4, PRKACB, H3C14, H3C15, H3C2, PRKCB, PRKCH, ORAI2, ALDOA, NOS1, PRKG2, RHOA, RHOB, RHOG, CABLES1, PDPK1, PDPN, VAV3, CRK, TFPI, TGFB1, TGFB2, SIRPA, EGF, THBD, THBS1, CLU, TUBB2A, CALU, KIF23, EHD3, KIF2C, KIF3A, CDK2, DGKE, KIF5B, KIF6, HABP4, KCNMB1, GATA6, CSK",https://pathcards.genecards.org/card/response_to_elevated_platelet_cytosolic_ca2
20.63,Cell Cycle Regulation of G1/S Transition (part 1),124,35,"CARM1, PTPA, WEE1, NCOA3, CCNB1, CCND1, CCND2, SP1, MYC, MAPK1, HSP90AA1, FBXW11, PPP2R5C, PPP2R5D, UBD, NR3C1, CHEK1, CHEK2, SMAD3, E2F4, ZFYVE9, CDC25A, CKS1B, ESPL1, ESR1, TGFB1, TGFB2, TGFBR2, FZR1, KIF23, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/cell_cycle_regulation_of_g1s_transition_(part_1)
20.54,Development VEGF Signaling Via VEGFR2 - Generic Cascades,147,39,"MAP2K1, MAP2K3, STAT3, VEGFA, SP1, MAPK1, MAPK13, HSP90AA1, HSP90B1, MAPKAPK2, MAPKAPK5, CTNNB1, PXN, ITPR1, ITPR2, SDC1, SDC2, JAK3, FOSL1, SHC1, ICAM1, IKBKG, JUND, CD44, GPC5, ACTG1, AKT1, CREB1, AKT3, PRKCB, PRKCH, PRKD2, PRKD3, RHOA, PAK2, PDPK1, CRK, ESR1, CDH5",https://pathcards.genecards.org/card/development_vegf_signaling_via_vegfr2_-_generic_cascades
20.48,TP53 Regulates Metabolic Genes,87,28,"LRPPRC, SESN1, SESN2, SFN, TP53, AGO1, AGO2, AGO3, COX19, TNRC6A, TNRC6B, COX6B1, COX8A, PRDX1, PRDX5, YWHAB, YWHAE, DDIT4, RRAGC, YWHAZ, AKT1, PRKAA2, PRKAB1, AKT3, CYCS, G6PD, COX6C, PRKAB2",https://pathcards.genecards.org/card/tp53_regulates_metabolic_genes
20.48,NGF Pathway,87,28,"MAP2K1, MAP2K4, MAP3K2, MYC, RAP1B, MAPK1, ELK4, TP53, MAPK7, NRAS, APAF1, RPS6KA1, RRAS, RRAS2, IKBKG, AKT1, CREB1, AKT3, SRF, TRAF6, RHOA, RHOG, PDPK1, CYCS, CRK, RAC3, HRK, ELK1",https://pathcards.genecards.org/card/ngf_pathway
20.29,PI3K-Akt Signaling Pathway,390,77,"MAP2K1, PFKFB3, EIF4EBP1, CCND1, CCND2, VEGFA, VEGFB, MDM2, MYC, MAPK1, KITLG, HSP90AA1, ELAVL1, HSP90B1, F2R, FGF19, COL1A1, FGF5, FGF7, COL3A1, PPP2R5C, PPP2R5D, COL5A1, TP53, ITGA2, HIF1A, ACACA, ITGA3, SGK1, NRAS, GNB5, ITGB1, PHLPP2, SLC2A1, EPHA2, TNR, JAK3, DDIT4, BCL2L1, BCL2L11, IKBKG, RAB11B, AKT1, AKT1S1, CREB1, CREB3L2, ULK1, SREBF1, PRKAA2, AKT3, CREB5, PDGFRA, NOS1, CAB39, IFNAR2, CDC37, IL2RA, PDPK1, TGFA, IGF1R, EFNA1, EFNA5, IL7R, EGF, THBS1, THEM4, LPAR2, CDK2, LAMA2, LAMA4, LAMA5, LAMC1, CDK4, CDK6, CDKN1A, CDKN1B, ITGB8",https://pathcards.genecards.org/card/pi3k-akt_signaling_pathway
19.75,MiRNA Regulation of DNA Damage Response,74,25,"CCNB1, CCND1, CCND2, MDM2, MYC, SESN1, SFN, TP53, ABL1, CHEK1, CHEK2, APAF1, BBC3, TNFRSF10B, AKT1, CREB1, CDC25A, CYCS, PMAIP1, RAD50, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/mirna_regulation_of_dna_damage_response
19.40,Angiopoietin-like Protein 8 Regulatory Pathway,194,46,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, PFKM, PTPN1, EIF4EBP1, MAP3K2, ABCG8, MAPK1, DIO2, MAPK13, SOCS1, MAPK6, MAPK7, SCD, SGK1, STX4, RPS6KA1, RPS6KA2, TRIB3, SLC2A1, RPS6KA4, RPS6KA5, SHC1, TRIP10, AKT1, SREBF1, PRKAA2, PRKAB1, SRF, PRKCB, PRKCH, MINK1, RAB4A, PDPK1, CRK, RICTOR, IGF1R, SNAP23, SNAP25, GRB10, KIF3A, KIF5B, ELK1, PRKAB2",https://pathcards.genecards.org/card/angiopoietin-like_protein_8_regulatory_pathway
19.38,DNA Damage,296,62,"POLG, PTPA, BRCC3, WEE1, CCNB1, CCND1, CCND2, MDM2, CSNK1A1, BRIP1, SESN2, CSNK2A1, CEND1, ARPP19, HCFC1, SFN, CCP110, BUB3, UBE2B, TP53, GMNN, WRN, CHEK1, CHEK2, XRCC5, XRCC6, APEX1, DDB1, HUS1, YWHAB, YWHAE, DDIT4, ERCC1, RCC2, YWHAZ, YY1, MASTL, FOXK2, SMARCA5, PRIM1, SPART, TERF2, SMG1, CDC25A, CDC37, NAA10, FANCA, TFAP2C, RIF1, MKI67, MCM7, RPA1, RAD50, CDK16, CDK2, AURKA, CDK4, DYRK2, CDK6, CDKN1A, CDKN1B, NEK7",https://pathcards.genecards.org/card/dna_damage
19.36,Wnt / Hedgehog / Notch,182,44,"PTPN14, CSNK1A1, SP1, CSNK1E, STK4, NKX2-2, GLI2, USP15, DLL4, GDF15, LEFTY1, NR6A1, WWC1, CTNNB1, DVL3, YAP1, LFNG, SMAD3, SMAD5, RBPJ, MSI1, ZFYVE9, BCL9L, FOXK2, FOXP1, TEAD4, POU5F1, ADAM17, NOTCH2, NOTCH3, TGFB1, TGFB2, IGF2BP1, RUNX3, CDCP1, CYLD, FZD6, WBP2, NLK, SIX1, AMER1, KIF3A, PAX5, RIPK4",https://pathcards.genecards.org/card/wnt__hedgehog__notch
19.16,Cell Cycle Role of 14-3-3 Proteins in Cell Cycle Regulation,30,15,"WEE1, CCNB1, MAPK13, SFN, TP53, MAPKAPK2, CHEK1, CHEK2, HUS1, YWHAB, YWHAE, YWHAZ, AKT1, AKT3, CDC25A",https://pathcards.genecards.org/card/cell_cycle_role_of_14-3-3_proteins_in_cell_cycle_regulation
19.03,Signaling By VEGF,108,31,"NCKAP1, VEGFA, VEGFB, MAPK13, HSP90AA1, CAV1, ABI2, MAPKAPK2, NRAS, CTNNB1, TRIB3, PXN, ITPR1, ITPR2, BCAR1, ACTG1, AKT1, PRKACB, AKT3, PRKCB, RHOA, PAK2, CYBB, PDPK1, VAV3, CRK, RICTOR, WASF2, WASF3, THEM4, CDH5",https://pathcards.genecards.org/card/signaling_by_vegf
18.99,Cell Cycle Checkpoints,292,61,"MDC1, BRCC3, WEE1, CCNB1, NUP98, MDM2, MDM4, RANGAP1, BRIP1, SPC25, ZNF385A, RMI1, CENPK, CENPM, CENPN, CENPQ, DSN1, PPP2R5C, PPP2R5D, SFN, BUB3, UBE2D1, TP53, UBE2V2, WRN, CHEK1, CHEK2, NSD2, NSL1, DYNLL2, HUS1, YWHAB, YWHAE, H2BC11, H2BC12, H2BC15, H2BC21, RCC2, YWHAZ, H2BC26, H2BC3, H2BC5, RFC2, H3-4, TAOK1, SEM1, ORC4, CDC25A, CLASP1, PSMD11, BIRC5, CLIP1, MCM7, RPA1, RAD50, MCM8, KIF2C, ZWINT, CDK2, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/cell_cycle_checkpoints
18.96,Development EGFR Signaling Pathway,154,39,"MAP2K1, MAP2K4, STAT3, MDM2, MYC, MAPK1, HSP90AA1, CAV1, TP53, RND2, MAPK6, MAPK7, NRAS, DUSP4, CTNNB1, XIAP, PXN, ERBB2, SHC1, RRAS, RRAS2, IKBKG, AKT1, AKT3, PRKCB, PRKCH, PRKD3, RHOA, RHOB, RHOC, RHOG, RHOH, PDPK1, VAV3, TGFA, EGF, CAMK4, ELK1, CSK",https://pathcards.genecards.org/card/development_egfr_signaling_pathway
18.76,CNTF Signaling,149,38,"MAP2, MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, EIF4EBP1, MAP3K2, CEBPB, SP1, MAPK1, MAPK13, ELK4, LDLR, NRAS, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, JAK3, YWHAB, YWHAE, FOSL1, FOSL2, SHC1, BCL2L1, RRAS, RRAS2, YWHAZ, IKBKG, JUND, AKT1, CREB1, PDPK1, IL6ST, ELK1, RAB5B, MEF2D",https://pathcards.genecards.org/card/cntf_signaling
