"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"SLC47A1","0.00000104","0.00348","0.105","8","hsa-miR-4730","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-1307-3p","hsa-miR-6784-5p","hsa-miR-4525","hsa-miR-4728-5p","","",""
"ABL1","0.0000538","0.0226","0.148","7","hsa-miR-3184-5p","hsa-miR-1233-5p","hsa-miR-6090","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-6802-5p","hsa-miR-8073","","","",""
"AFG1L","0.0000266","0.0226","0.0485","4","hsa-miR-1228-5p","hsa-miR-4730","hsa-miR-6787-5p","hsa-miR-663a","","","","","","",""
"AHDC1","0.0000315","0.0226","0.108","6","hsa-miR-1233-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6805-5p","","","","",""
"C10orf95","0.0000380","0.0226","0.0525","4","hsa-miR-4787-5p","hsa-miR-6090","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"CALR","0.0000538","0.0226","0.203","9","hsa-miR-320a","hsa-miR-1343-3p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","",""
"RNASEK","0.0000179","0.0226","0.0444","4","hsa-miR-92b-5p","hsa-miR-6766-5p","hsa-miR-4648","hsa-miR-6756-5p","","","","","","",""
"STMN3","0.0000420","0.0226","0.113","6","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4787-5p","","","","",""
"LSG1","0.0000810","0.0302","0.127","6","hsa-miR-1233-5p","hsa-miR-1228-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-575","","","","",""
"ARHGAP31","0.000129","0.0373","0.137","6","hsa-miR-4730","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-4706","hsa-miR-6131","","","","",""
"H2AFX","0.000145","0.0373","0.140","6","hsa-miR-320a","hsa-miR-6090","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-6131","","","","",""
"HIST1H2BL","0.000121","0.0373","0.0687","4","hsa-miR-320a","hsa-miR-3940-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","",""
"SFN","0.000138","0.0373","0.171","7","hsa-miR-1307-3p","hsa-miR-4525","hsa-miR-663a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6787-5p","hsa-miR-6805-5p","","","",""
"NEUROD2","0.000179","0.0409","0.145","6","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6805-5p","hsa-miR-6784-5p","hsa-miR-4532","","","","",""
"SCAMP4","0.000183","0.0409","0.237","9","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-1228-5p","hsa-miR-1343-3p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-887-3p","",""
"CTDNEP1","0.000227","0.0453","0.185","7","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-6787-5p","hsa-miR-663a","","","",""
"MNT","0.000233","0.0453","0.216","8","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-92b-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6090","hsa-miR-663a","hsa-miR-6787-5p","","",""
"SPRY4","0.000243","0.0453","0.246","9","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-3184-5p","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6090","hsa-miR-6746-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","",""
"YPEL2","0.000257","0.0454","0.120","5","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"ADGRB2","0.000308","0.0472","0.0485","3","hsa-miR-4687-5p","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","",""
"SBF1","0.000309","0.0472","0.194","7","hsa-miR-320a","hsa-miR-4675","hsa-miR-4690-5p","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-92b-5p","","","",""
"SETD1B","0.000303","0.0472","0.253","9","hsa-miR-3940-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-4525","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6090","hsa-miR-1233-5p","hsa-miR-6746-5p","",""
"SUSD6","0.000374","0.0524","0.129","5","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-4525","hsa-miR-4648","hsa-miR-4728-5p","","","","","",""
"ZNF787","0.000374","0.0524","0.129","5","hsa-miR-3184-5p","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-6805-5p","","","","","",""
"PPP1R14A","0.000435","0.0585","0.0539","3","hsa-miR-320a","hsa-miR-1228-5p","hsa-miR-6784-5p","","","","","","","",""
"ANKRD13B","0.000472","0.0610","0.136","5","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4525","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","",""
"HIST1H2BO","0.000496","0.0617","0.0970","4","hsa-miR-92b-5p","hsa-miR-320a","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","",""
"ARHGAP40","0.000592","0.0642","0.0593","3","hsa-miR-6131","hsa-miR-6784-5p","hsa-miR-4532","","","","","","","",""
"C3orf36","0.000545","0.0642","0.178","6","hsa-miR-3184-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","",""
"NRGN","0.000589","0.0642","0.142","5","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1233-5p","hsa-miR-4648","","","","","",""
"PTPN9","0.000589","0.0642","0.142","5","hsa-miR-320a","hsa-miR-197-5p","hsa-miR-4690-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"UBE2Q1","0.000641","0.0673","0.183","6","hsa-miR-6802-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-6800-5p","hsa-miR-4648","hsa-miR-197-5p","","","","",""
"KCNK3","0.000726","0.0739","0.149","5","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","",""
"ABHD12","0.000802","0.0770","0.152","5","hsa-miR-320a","hsa-miR-4532","hsa-miR-4706","hsa-miR-6800-5p","hsa-miR-6802-5p","","","","","",""
"BARHL1","0.000802","0.0770","0.152","5","hsa-miR-4675","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-3184-5p","","","","","",""
"ASB6","0.000901","0.0827","0.231","7","hsa-miR-4648","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-320a","hsa-miR-1233-5p","","","",""
"CHST12","0.000911","0.0827","0.113","4","hsa-miR-4728-5p","hsa-miR-1228-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","",""
"AP2S1","0.00100","0.0827","0.0700","3","hsa-miR-3184-5p","hsa-miR-4690-5p","hsa-miR-6784-5p","","","","","","","",""
"GNAI2","0.000974","0.0827","0.158","5","hsa-miR-6787-5p","hsa-miR-6090","hsa-miR-663a","hsa-miR-4706","hsa-miR-92b-5p","","","","","",""
"NKX6-2","0.00100","0.0827","0.0700","3","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-6784-5p","","","","","","","",""
"SRCIN1","0.00101","0.0827","0.199","6","hsa-miR-92b-5p","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6746-5p","","","","",""
"C10orf55","0.00104","0.0835","0.117","4","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-6746-5p","hsa-miR-6784-5p","","","","","","",""
"GATAD2A","0.00108","0.0840","0.238","7","hsa-miR-4648","hsa-miR-92b-5p","hsa-miR-4525","hsa-miR-4706","hsa-miR-4787-5p","hsa-miR-663a","hsa-miR-6787-5p","","","",""
"HOXB8","0.00119","0.0870","0.121","4","hsa-miR-320a","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4687-5p","","","","","","",""
"PBX2","0.00119","0.0870","0.121","4","hsa-miR-1203","hsa-miR-3184-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"SEMA3F","0.00119","0.0870","0.121","4","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","",""
"RAB1B","0.00125","0.0891","0.207","6","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4690-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","",""
"CLCN7","0.00135","0.0946","0.125","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-3184-5p","","","","","","",""
"ARHGAP39","0.00140","0.0958","0.171","5","hsa-miR-92b-5p","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","",""
"CSK","0.00153","0.103","0.129","4","hsa-miR-1233-5p","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-92b-5p","","","","","","",""
"INO80E","0.00156","0.103","0.0808","3","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"TMEM50A","0.00165","0.107","0.178","5","hsa-miR-4525","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-1233-5p","hsa-miR-4648","","","","","",""
"ARL8A","0.00185","0.115","0.224","6","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-1228-5p","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","",""
"METTL14","0.00185","0.115","0.224","6","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","",""
"HCFC1","0.00194","0.117","0.184","5","hsa-miR-1228-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4706","hsa-miR-92b-5p","","","","","",""
"PIAS4","0.00192","0.117","0.137","4","hsa-miR-1307-3p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1203","","","","","","",""
"NDOR1","0.00215","0.126","0.141","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-6090","","","","","","",""
"GDI1","0.00227","0.128","0.191","5","hsa-miR-4687-5p","hsa-miR-4525","hsa-miR-8059","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"STRN4","0.00228","0.128","0.0916","3","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-6784-5p","","","","","","","",""
"TPCN2","0.00227","0.128","0.191","5","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4728-5p","hsa-miR-1307-3p","hsa-miR-4532","","","","","",""
"KHSRP","0.00237","0.129","0.336","9","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-92b-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6805-5p","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","",""
"NPR1","0.00239","0.129","0.272","7","hsa-miR-320a","hsa-miR-1343-3p","hsa-miR-197-5p","hsa-miR-6131","hsa-miR-1228-5p","hsa-miR-4728-5p","hsa-miR-6746-5p","","","",""
"NPW","0.00247","0.132","0.0404","2","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","","",""
"SIGLEC12","0.00271","0.142","0.0970","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"ADGRL1","0.00313","0.144","0.248","6","hsa-miR-1233-5p","hsa-miR-197-5p","hsa-miR-4675","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","",""
"ARPC3","0.00322","0.144","0.158","4","hsa-miR-6766-5p","hsa-miR-1233-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","",""
"CASZ1","0.00322","0.144","0.158","4","hsa-miR-4728-5p","hsa-miR-4706","hsa-miR-3184-5p","hsa-miR-6784-5p","","","","","","",""
"GPRIN1","0.00318","0.144","0.102","3","hsa-miR-6784-5p","hsa-miR-4532","hsa-miR-3184-5p","","","","","","","",""
"HIST1H2BE","0.00318","0.144","0.102","3","hsa-miR-3940-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","",""
"NACC1","0.00297","0.144","0.400","11","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1233-5p","hsa-miR-197-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","hsa-miR-6090","hsa-miR-6131","hsa-miR-6802-5p"
"PHYKPL","0.00318","0.144","0.102","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-197-5p","","","","","","","",""
"POU3F1","0.00322","0.144","0.158","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4787-5p","hsa-miR-4532","","","","","","",""
"PRELP","0.00322","0.144","0.158","4","hsa-miR-6805-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","","","","","","",""
"SOX12","0.00322","0.144","0.158","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","",""
"SYNGR1","0.00326","0.144","0.207","5","hsa-miR-1228-5p","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-3184-5p","","","","","",""
"WARS","0.00322","0.144","0.158","4","hsa-miR-320a","hsa-miR-4675","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","",""
"PKM","0.00338","0.147","0.323","8","hsa-miR-320a","hsa-miR-4525","hsa-miR-1238-5p","hsa-miR-4648","hsa-miR-4675","hsa-miR-4758-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","",""
"GRK5","0.00367","0.153","0.0485","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"LAD1","0.00370","0.153","0.108","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-6090","","","","","","","",""
"MIF","0.00367","0.153","0.0485","2","hsa-miR-320a","hsa-miR-1228-5p","","","","","","","","",""
"TOLLIP","0.00370","0.153","0.108","3","hsa-miR-1203","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","","",""
"DNLZ","0.00387","0.159","0.166","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","",""
"CCNT1","0.00409","0.165","0.261","6","hsa-miR-6802-5p","hsa-miR-6800-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-1343-3p","hsa-miR-8073","","","","",""
"PRR12","0.00423","0.169","0.170","4","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","",""
"NFIX","0.00432","0.171","0.302","7","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4728-5p","hsa-miR-4706","hsa-miR-3184-5p","hsa-miR-4525","hsa-miR-6746-5p","","","",""
"ANKRD52","0.00470","0.174","0.307","7","hsa-miR-320a","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1233-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","hsa-miR-6090","","","",""
"AP2M1","0.00452","0.174","0.223","5","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4525","hsa-miR-4728-5p","hsa-miR-6090","","","","","",""
"FURIN","0.00481","0.174","0.226","5","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","",""
"HIST1H1E","0.00461","0.174","0.174","4","hsa-miR-320a","hsa-miR-3940-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","",""
"NUBP1","0.00488","0.174","0.119","3","hsa-miR-4732-5p","hsa-miR-6131","hsa-miR-1203","","","","","","","",""
"NUP62","0.00481","0.174","0.226","5","hsa-miR-6131","hsa-miR-1203","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6800-5p","","","","","",""
"RPS6KA1","0.00488","0.174","0.119","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-320a","","","","","","","",""
"SENP2","0.00481","0.174","0.226","5","hsa-miR-4525","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"ZSWIM1","0.00481","0.174","0.226","5","hsa-miR-4690-5p","hsa-miR-642b-3p","hsa-miR-6746-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"C22orf39","0.00501","0.175","0.178","4","hsa-miR-6131","hsa-miR-3184-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"HOXA7","0.00501","0.175","0.178","4","hsa-miR-197-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6800-5p","","","","","","",""
"GPR20","0.00555","0.185","0.124","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"OTUB1","0.00543","0.185","0.182","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-6805-5p","","","","","","",""
"SLC2A4RG","0.00555","0.185","0.124","3","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"SPSB1","0.00543","0.185","0.182","4","hsa-miR-1233-5p","hsa-miR-4787-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"TM6SF2","0.00555","0.185","0.124","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4728-5p","","","","","","","",""
"HSP90AB1","0.00611","0.199","0.239","5","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-4648","hsa-miR-6090","","","","","",""
"RPS6KA4","0.00611","0.199","0.239","5","hsa-miR-3184-5p","hsa-miR-4525","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"RAB11B","0.00647","0.209","0.242","5","hsa-miR-4728-5p","hsa-miR-92b-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4532","","","","","",""
"ARHGDIA","0.00674","0.216","0.328","7","hsa-miR-4783-3p","hsa-miR-1343-3p","hsa-miR-4525","hsa-miR-4787-5p","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-8073","","","",""
"CAPN6","0.00705","0.219","0.135","3","hsa-miR-6802-5p","hsa-miR-6800-5p","hsa-miR-4687-5p","","","","","","","",""
"PGAP1","0.00705","0.219","0.135","3","hsa-miR-575","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"TACC3","0.00705","0.219","0.135","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"ADRM1","0.00737","0.227","0.198","4","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"ERCC6L","0.00788","0.236","0.140","3","hsa-miR-8073","hsa-miR-92b-5p","hsa-miR-8059","","","","","","","",""
"IDE","0.00792","0.236","0.202","4","hsa-miR-6131","hsa-miR-4787-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"MAPKAPK2","0.00792","0.236","0.202","4","hsa-miR-1233-5p","hsa-miR-6090","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"SIPA1","0.00788","0.236","0.140","3","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"NFIC","0.00805","0.237","0.430","10","hsa-miR-4690-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-4687-5p","hsa-miR-1343-3p","hsa-miR-197-5p","hsa-miR-4532","hsa-miR-6805-5p","hsa-miR-92b-5p",""
"CHRNE","0.00854","0.239","0.0727","2","hsa-miR-4732-5p","hsa-miR-4687-5p","","","","","","","","",""
"CTDP1","0.00854","0.239","0.0727","2","hsa-miR-6131","hsa-miR-6784-5p","","","","","","","","",""
"DNAH17","0.00850","0.239","0.206","4","hsa-miR-4728-5p","hsa-miR-8073","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","",""
"EVI5L","0.00850","0.239","0.206","4","hsa-miR-3184-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6805-5p","","","","","","",""
"IFFO2","0.00850","0.239","0.206","4","hsa-miR-320a","hsa-miR-4728-5p","hsa-miR-4648","hsa-miR-92b-5p","","","","","","",""
"PRSS12","0.00854","0.239","0.0727","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"DLGAP3","0.00910","0.248","0.210","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-4728-5p","","","","","","",""
"HIST1H3B","0.00910","0.248","0.210","4","hsa-miR-320a","hsa-miR-3940-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","",""
"JADE2","0.00910","0.248","0.210","4","hsa-miR-4525","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-575","","","","","","",""
"EPN1","0.00971","0.259","0.151","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6784-5p","","","","","","","",""
"GMDS","0.00971","0.259","0.151","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1307-3p","","","","","","","",""
"PDZD4","0.00971","0.259","0.151","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"BCL2L1","0.0104","0.273","0.356","7","hsa-miR-575","hsa-miR-1233-5p","hsa-miR-197-5p","hsa-miR-4532","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","",""
"MRPL44","0.0104","0.273","0.218","4","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"CYP2W1","0.0118","0.302","0.226","4","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","",""
"SOWAHA","0.0118","0.302","0.162","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","","",""
"THSD4","0.0118","0.302","0.226","4","hsa-miR-4525","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","",""
"AKT1S1","0.0125","0.311","0.230","4","hsa-miR-4675","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"GPATCH3","0.0129","0.311","0.167","3","hsa-miR-4728-5p","hsa-miR-92b-5p","hsa-miR-6805-5p","","","","","","","",""
"HIST1H3H","0.0129","0.311","0.167","3","hsa-miR-320a","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"OTUD5","0.0129","0.311","0.167","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-575","","","","","","","",""
"PCSK4","0.0128","0.311","0.0889","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PNMA8A","0.0128","0.311","0.0889","2","hsa-miR-642b-3p","hsa-miR-1307-3p","","","","","","","","",""
"RHOF","0.0125","0.311","0.230","4","hsa-miR-4728-5p","hsa-miR-6131","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"TONSL","0.0128","0.311","0.0889","2","hsa-miR-320a","hsa-miR-1203","","","","","","","","",""
"ARHGEF2","0.0141","0.311","0.172","3","hsa-miR-320a","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","",""
"CTTN","0.0166","0.311","0.183","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"DUSP14","0.0141","0.311","0.172","3","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"DYRK1B","0.0153","0.311","0.178","3","hsa-miR-320a","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","",""
"E2F4","0.0153","0.311","0.178","3","hsa-miR-4525","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"FTSJ3","0.0153","0.311","0.178","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","","",""
"MAP1S","0.0166","0.311","0.183","3","hsa-miR-1238-5p","hsa-miR-4675","hsa-miR-4758-5p","","","","","","","",""
"MCFD2","0.0157","0.311","0.301","5","hsa-miR-8059","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-1238-5p","hsa-miR-6090","","","","","",""
"MICAL2","0.0149","0.311","0.242","4","hsa-miR-4730","hsa-miR-197-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"MLLT1","0.0159","0.311","0.386","7","hsa-miR-4675","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-1233-5p","hsa-miR-6746-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","",""
"PMP22","0.0152","0.311","0.0970","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"PTGES2","0.0167","0.311","0.250","4","hsa-miR-8059","hsa-miR-4532","hsa-miR-4728-5p","hsa-miR-4732-5p","","","","","","",""
"PTPA","0.0157","0.311","0.301","5","hsa-miR-4525","hsa-miR-4675","hsa-miR-4728-5p","hsa-miR-6090","hsa-miR-6805-5p","","","","","",""
"PTPRF","0.0138","0.311","0.291","5","hsa-miR-4525","hsa-miR-575","hsa-miR-4532","hsa-miR-4730","hsa-miR-4787-5p","","","","","",""
"RHOB","0.0151","0.311","0.297","5","hsa-miR-4787-5p","hsa-miR-663a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6787-5p","","","","","",""
"SELENON","0.0157","0.311","0.301","5","hsa-miR-1228-5p","hsa-miR-1233-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6784-5p","","","","","",""
"SLC35C2","0.0144","0.311","0.294","5","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-4675","hsa-miR-4687-5p","","","","","",""
"SNAPIN","0.0166","0.311","0.183","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-575","","","","","","","",""
"TOMM40","0.0167","0.311","0.250","4","hsa-miR-6131","hsa-miR-8073","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"TP53","0.0166","0.311","0.350","6","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-4276","","","","",""
"VGF","0.0152","0.311","0.0970","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"VSIR","0.0166","0.311","0.183","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","","","","","","","",""
"ZNF385A","0.0154","0.311","0.345","6","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-6805-5p","hsa-miR-1307-3p","","","","",""
"TLN1","0.0171","0.316","0.307","5","hsa-miR-6090","hsa-miR-197-5p","hsa-miR-4525","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"UNK","0.0171","0.316","0.307","5","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-3184-5p","hsa-miR-4728-5p","hsa-miR-6784-5p","","","","","",""
