"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of B cell activation GO0050871","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-125a-3p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of activin receptor signaling pathway GO0032927","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of heterochromatin formation GO0031453","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein K33-linked ubiquitination GO1990390","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-125a-3p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein localization to nucleoplasm GO1990173","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","serine phosphorylation of STAT protein GO0042501","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA modification GO0006400","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transmembrane receptor protein serinethreonine kinase signaling pathway GO0007178","enriched","0.0151515","0.0151515","0.361506","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","ACVR2B","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","AREL1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-125a-3p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","BUB3","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","C11orf1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","CDK2","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","EIF4EBP2","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","GLO1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","LEFTY1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","NLK","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","PUS3","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","SERBP1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Target genes (miRTarBase)","TBRG1","enriched","0.0151515","0.0151515","0.312272","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Reactome (miRPathDB)","Regulation of signaling by NODAL","enriched","0.0151515","0.0151515","0.458347","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Reactome (miRPathDB)","Signaling by NODAL","enriched","0.0151515","0.0151515","0.458347","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"WikiPathways (miRPathDB)","Mesodermal Commitment Pathway","enriched","0.0151515","0.0151515","0.418301","2","hsa-miR-6802-5p; hsa-miR-6800-5p"
"Annotations derived over miRTarBase (Gene Ontology)","aorta morphogenesis GO0035909","depleted","0.0155039","0.0155039","0.361506","3","hsa-miR-128-1-5p; hsa-miR-4276; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","chondroitin sulfate biosynthetic process GO0030206","enriched","0.0155039","0.0155039","0.361506","3","hsa-miR-6131; hsa-miR-1228-5p; hsa-miR-6756-5p"
"Annotations derived over miRTarBase (Gene Ontology)","inorganic cation transmembrane transporter activity GO0022890","depleted","0.0155039","0.0155039","0.361506","3","hsa-miR-128-1-5p; hsa-miR-1233-5p; hsa-miR-4648"
"Annotations derived over miRTarBase (Gene Ontology)","secondary palate development GO0062009","depleted","0.0155039","0.0155039","0.361506","3","hsa-miR-128-1-5p; hsa-miR-6857-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","chemical synaptic transmission GO0007268","depleted","0.0166979","0.0166979","0.361506","28","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-642b-3p; hsa-miR-6756-5p; hsa-miR-6090; hsa-miR-575; hsa-miR-4687-5p; hsa-miR-1238-5p; hsa-miR-5195-3p; hsa-miR-4675; hsa-miR-4758-5p; hsa-miR-6805-5p; hsa-miR-3184-5p; hsa-miR-1203; hsa-miR-4706; hsa-miR-92a-2-5p; hsa-miR-3940-5p; hsa-miR-128-1-5p; hsa-miR-6857-5p; hsa-miR-1233-5p; hsa-miR-4648; hsa-miR-4276; hsa-miR-4734; hsa-miR-4783-3p; hsa-miR-6787-5p; hsa-miR-4732-5p"
"Diseases (MNDR)","Estrogen-receptor negative breast cancer","enriched","0.0172975","0.0172975","0.148148","8","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-92a-2-5p"
"Diseases (MNDR)","Estrogen-receptor positive breast cancer","enriched","0.0172975","0.0172975","0.148148","8","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-92a-2-5p"
"Diseases (MNDR)","Lung cancer","enriched","0.0172975","0.0172975","0.148148","8","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-92a-2-5p"
"Diseases (MNDR)","Progesterone-receptor positive breast cancer","enriched","0.0172975","0.0172975","0.148148","8","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-92a-2-5p"
"Annotations derived over miRTarBase (Gene Ontology)","viral release from host cell GO0019076","enriched","0.0178529","0.0178529","0.361506","4","hsa-miR-1307-3p; hsa-miR-575; hsa-miR-6746-5p; hsa-miR-4690-5p"
"Target genes (miRTarBase)","ZSWIM1","enriched","0.0178529","0.0178529","0.312272","4","hsa-miR-642b-3p; hsa-miR-6756-5p; hsa-miR-6746-5p; hsa-miR-4690-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of DNA binding GO0043392","depleted","0.018152","0.018152","0.361506","10","hsa-miR-125a-3p; hsa-miR-6756-5p; hsa-miR-6805-5p; hsa-miR-3184-5p; hsa-miR-197-5p; hsa-miR-92a-2-5p; hsa-miR-6857-5p; hsa-miR-1233-5p; hsa-miR-4276; hsa-miR-6769a-5p"
"Pathways (KEGG)","Glycerolipid metabolism","enriched","0.0183438","0.0183438","0.518934","11","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-642b-3p; hsa-miR-6090; hsa-miR-575; hsa-miR-4690-5p; hsa-miR-4687-5p; hsa-miR-4276; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Cul4-RING E3 ubiquitin ligase complex GO0080008","depleted","0.0185828","0.0185828","0.361506","12","hsa-miR-6861-5p; hsa-miR-6756-5p; hsa-miR-575; hsa-miR-6805-5p; hsa-miR-197-5p; hsa-miR-92a-2-5p; hsa-miR-3940-5p; hsa-miR-6857-5p; hsa-miR-1233-5p; hsa-miR-4648; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","heme biosynthetic process GO0006783","enriched","0.0194194","0.0194194","0.361506","6","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-575; hsa-miR-6787-5p"
"Diseases (MNDR)","Osteosarcoma","enriched","0.0194194","0.0194194","0.148148","6","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92a-2-5p"
"Diseases (MNDR)","Prostate cancer","enriched","0.0194194","0.0194194","0.148148","6","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92a-2-5p"
"Diseases (MNDR)","Lymphoma","enriched","0.0194425","0.0194425","0.148148","5","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p"
"Diseases (MNDR)","Melanoma","enriched","0.0194425","0.0194425","0.148148","5","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Rho GDP-dissociation inhibitor activity GO0005094","depleted","0.0197322","0.0197322","0.361506","4","hsa-miR-663a; hsa-miR-4783-3p; hsa-miR-1343-3p; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","translation repressor activity GO0030371","enriched","0.0197322","0.0197322","0.361506","4","hsa-miR-125a-3p; hsa-miR-6802-5p; hsa-miR-6800-5p; hsa-miR-3184-5p"
"Target genes (miRTarBase)","ARHGDIA","depleted","0.0197322","0.0197322","0.312272","4","hsa-miR-663a; hsa-miR-4783-3p; hsa-miR-1343-3p; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","10-formyltetrahydrofolate biosynthetic process GO0009257","enriched","0.020155","0.020155","0.361506","3","hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-887-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Derlin-1 retrotranslocation complex GO0036513","depleted","0.020155","0.020155","0.361506","3","hsa-miR-3940-5p; hsa-miR-1233-5p; hsa-miR-4648"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic neurocranium morphogenesis GO0048702","enriched","0.020155","0.020155","0.361506","3","hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-887-3p"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic viscerocranium morphogenesis GO0048703","enriched","0.020155","0.020155","0.361506","3","hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-887-3p"
"Annotations derived over miRTarBase (Gene Ontology)","forebrain development GO0030900","depleted","0.020155","0.020155","0.361506","3","hsa-miR-3940-5p; hsa-miR-6857-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","formate-tetrahydrofolate ligase activity GO0004329","enriched","0.020155","0.020155","0.361506","3","hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-887-3p"
"Annotations derived over miRTarBase (Gene Ontology)","morphogenesis of an epithelium GO0002009","depleted","0.020155","0.020155","0.361506","3","hsa-miR-3940-5p; hsa-miR-4276; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of lipid catabolic process GO0050995","enriched","0.020155","0.020155","0.361506","3","hsa-miR-125a-3p; hsa-miR-6729-5p; hsa-miR-887-3p"
"Diseases (MNDR)","Breast invasive carcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-1307-3p; hsa-miR-1228-5p; hsa-miR-887-3p"
"Diseases (MNDR)","Carcinoma ductal breast","enriched","0.020155","0.020155","0.148148","3","hsa-miR-1307-3p; hsa-miR-1228-5p; hsa-miR-887-3p"
"Diseases (MNDR)","Gastric adenocarcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p"
"Diseases (MNDR)","Multiple myeloma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-887-3p"
"Diseases (MNDR)","Oral squamous cell carcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-1307-3p; hsa-miR-1228-5p; hsa-miR-887-3p"
"Diseases (MNDR)","Ovarian clear cell carcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p"
"Diseases (MNDR)","Pancreatic ductal adenocarcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p"
"Diseases (MNDR)","Prostate adenocarcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p"
"Diseases (MNDR)","Stomach adenocarcinoma","enriched","0.020155","0.020155","0.148148","3","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p"
"Tissue specific (isomiRdb)","semen specific","enriched","0.020155","0.020155","0.20155","3","hsa-miR-125a-3p; hsa-miR-6729-5p; hsa-miR-887-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of focal adhesion assembly GO0051894","enriched","0.0205283","0.0205283","0.361506","15","hsa-miR-125a-3p; hsa-miR-6802-5p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-6090; hsa-miR-3184-5p; hsa-miR-4706; hsa-miR-6857-5p; hsa-miR-1233-5p; hsa-miR-6787-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","translation initiation factor activity GO0003743","depleted","0.0206297","0.0206297","0.361506","12","hsa-miR-125a-3p; hsa-miR-6131; hsa-miR-92b-5p; hsa-miR-6805-5p; hsa-miR-3184-5p; hsa-miR-1203; hsa-miR-92a-2-5p; hsa-miR-3940-5p; hsa-miR-6857-5p; hsa-miR-4276; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell receptor signaling pathway GO0050852","enriched","0.0206694","0.0206694","0.361506","24","hsa-miR-6861-5p; hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-642b-3p; hsa-miR-6756-5p; hsa-miR-887-3p; hsa-miR-6090; hsa-miR-575; hsa-miR-6746-5p; hsa-miR-92b-5p; hsa-miR-1203; hsa-miR-4706; hsa-miR-197-5p; hsa-miR-92a-2-5p; hsa-miR-6857-5p; hsa-miR-1233-5p; hsa-miR-4276; hsa-miR-1343-3p; hsa-miR-6787-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","BMP signaling pathway GO0030509","enriched","0.0210488","0.0210488","0.361506","9","hsa-miR-6802-5p; hsa-miR-6729-5p; hsa-miR-6800-5p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-4690-5p; hsa-miR-128-1-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aortic valve morphogenesis GO0003180","depleted","0.0210488","0.0210488","0.361506","9","hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1203; hsa-miR-92a-2-5p; hsa-miR-128-1-5p; hsa-miR-1343-3p; hsa-miR-6787-5p; hsa-miR-4732-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of Rho protein signal transduction GO0035023","depleted","0.0210488","0.0210488","0.361506","9","hsa-miR-663a; hsa-miR-1469; hsa-miR-4675; hsa-miR-3184-5p; hsa-miR-3940-5p; hsa-miR-4276; hsa-miR-4783-3p; hsa-miR-1343-3p; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","2-acylglycerol O-acyltransferase activity GO0003846","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","4-alpha-hydroxytetrahydrobiopterin dehydratase activity GO0008124","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-6729-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","ESCEZ complex GO0035098","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","GMP 5-nucleotidase activity GO0050484","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","GMP metabolic process GO0046037","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","IMP 5-nucleotidase activity GO0050483","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","IMP catabolic process GO0006204","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","IMP metabolic process GO0046040","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","RNA lariat debranching enzyme activator activity GO0061632","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","TRC complex GO0072380","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","Toll-like receptor 2 binding GO0035663","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","acetylcholine binding GO0042166","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-6729-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","actin-mediated cell contraction GO0070252","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","adenosine metabolic process GO0046085","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","allantoin metabolic process GO0000255","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","alpha-mannosidase activity GO0004559","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","caveola assembly GO0070836","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cell projection organization GO0030030","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cobalamin binding GO0031419","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cobalamin metabolic process GO0009235","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","corrinoid adenosyltransferase activity GO0008817","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","dGMP metabolic process GO0046054","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","diacylglycerol O-acyltransferase activity GO0004144","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic process involved in female pregnancy GO0060136","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","fatty acid beta-oxidation using acyl-CoA dehydrogenase GO0033539","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","filamin binding GO0031005","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","glycolipid binding GO0051861","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","glycolipid transfer activity GO0017089","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","growth hormone receptor signaling pathway GO0060396","depleted","0.0212121","0.0212121","0.361506","2","hsa-miR-4734; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","heart formation GO0060914","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","heme export GO0097037","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","heme transport GO0015886","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","isovaleryl-CoA dehydrogenase activity GO0008470","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","leucine catabolic process GO0006552","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","lipase activity GO0016298","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","lipid catabolic process GO0016042","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","membrane raft assembly GO0001765","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrial RNA 5-end processing GO0000964","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrion morphogenesis GO0070584","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","muscle alpha-actinin binding GO0051371","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","muscle structure development GO0061061","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","natural killer cell proliferation GO0001787","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of hydrogen peroxide biosynthetic process GO0010730","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of lymphangiogenesis GO1901491","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of very-low-density lipoprotein particle clearance GO0010916","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-6729-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","neutrophil migration GO1990266","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","nucleoside phosphotransferase activity GO0050146","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","phospholipase A1 activity GO0008970","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","photoreceptor outer segment membrane GO0042622","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","plasma membrane raft assembly GO0044854","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cardiac epithelial to mesenchymal transition GO0062043","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cholesterol transport GO0032376","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cytokine production involved in inflammatory response GO1900017","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of high-density lipoprotein particle clearance GO0010983","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","protein localization involved in establishment of planar polarity GO0090251","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cellular senescence GO2000772","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of endothelial cell migration GO0010594","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of glomerular filtration GO0003093","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of integrin activation GO0033623","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of kinase activity GO0043549","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of vasculogenesis GO2001212","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","ribosome assembly GO0042255","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA guanine-N1--methyltransferase activity GO0009019","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-1307-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","tetraspanin-enriched microdomain GO0097197","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","thyroid hormone metabolic process GO0042403","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-6861-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","toll-like receptor 4 signaling pathway GO0034142","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","toll-like receptor 7 signaling pathway GO0034154","enriched","0.0212121","0.0212121","0.361506","2","hsa-miR-125a-3p; hsa-miR-6131"
