Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
2.62,Amyotrophic Lateral Sclerosis 18,"Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",12,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_18,,,,
2.62,Autosomal Recessive Limb-Girdle Muscular Dystrophy Type 2w,"Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,2,"FKTN, TOR1AIP1",https://www.malacards.org/card/autosomal_recessive_limb_girdle_muscular_dystrophy_type_2w,,,,
2.62,Strabismic Amblyopia,"Eye diseases, Neuronal diseases",13,2,"GJA9, GRM6",https://www.malacards.org/card/strabismic_amblyopia,,,,
2.62,Spinal Cord Astrocytoma,"Neuronal diseases, Cancer diseases",13,2,"IDH2, TERT",https://www.malacards.org/card/spinal_cord_astrocytoma,,,,
2.62,Anaplastic Pleomorphic Xanthoastrocytoma,"Neuronal diseases, Rare diseases, Cancer diseases",13,2,"IDH2, TERT",https://www.malacards.org/card/anaplastic_pleomorphic_xanthoastrocytoma,,,,
2.62,Squamous Cell Carcinoma,"Skin diseases, Rare diseases, Cancer diseases",257,3,"KNSTRN, PIK3CB, TERT",https://www.malacards.org/card/squamous_cell_carcinoma,,,,
2.60,Combined Immunodeficiency,"Immune diseases, Blood diseases, Rare diseases",179,3,"KNSTRN, MRE11, PIK3CB",https://www.malacards.org/card/combined_immunodeficiency,,,,
2.60,Pancreatic Ductal Adenocarcinoma,"Endocrine diseases, Cancer diseases",514,5,"ECHDC3, ITGA2, PAIP2B, PLAC8, SLC4A4",https://www.malacards.org/card/pancreatic_ductal_adenocarcinoma,,,Pancreas,"ECHDC3, ITGA2, PAIP2B, PLAC8, SLC4A4"
2.59,Autosomal Recessive Hypohidrotic Ectodermal Dysplasia,"Eye diseases, Endocrine diseases, Oral diseases, Skin diseases, Rare diseases, Fetal diseases",6,1,RANBP2,https://www.malacards.org/card/autosomal_recessive_hypohidrotic_ectodermal_dysplasia,Causative mutation,RANBP2,,
2.59,Spastic Ataxia 3,"Eye diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,2,"NT5C2, REEP2",https://www.malacards.org/card/spastic_ataxia_3,,,,
2.58,Noonan Syndrome 5,"Bone diseases, Nephrological diseases, Eye diseases, Endocrine diseases, Neuronal diseases, Cardiovascular diseases, Mental diseases, Reproductive diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",13,2,"CCBE1, GJA9",https://www.malacards.org/card/noonan_syndrome_5,,,,
2.58,Non-Syndromic X-Linked Intellectual Disability 1,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",14,2,"ARFGEF1, MSRB2",https://www.malacards.org/card/non_syndromic_x_linked_intellectual_disability_1,,,,
2.58,"Astrocytoma, Idh-Mutant, Grade 4","Neuronal diseases, Cancer diseases",14,2,"IDH2, TERT",https://www.malacards.org/card/astrocytoma_idh_mutant_grade_4,,,,
2.57,D-2-Hydroxyglutaric Aciduria 2,"Neuronal diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases",10,1,IDH2,https://www.malacards.org/card/d_2_hydroxyglutaric_aciduria_2,"Causative mutation, Genetic tests",IDH2,,
2.57,"Deafness, Autosomal Recessive 18b","Neuronal diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,OTOG,https://www.malacards.org/card/deafness_autosomal_recessive_18b_2,Causative mutation,OTOG,,
2.57,Colonic Benign Neoplasm,"Gastrointestinal diseases, Cardiovascular diseases, Cancer diseases",112,2,"MRE11, PIK3CB",https://www.malacards.org/card/colonic_benign_neoplasm,Causative mutation,MRE11,,
2.56,Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome 1,"Bone diseases, Gastrointestinal diseases, Nephrological diseases, Neuronal diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,2,"PIGG, PIGO",https://www.malacards.org/card/multiple_congenital_anomalies_hypotonia_seizures_syndrome_1,,,,
2.56,Lynch Syndrome,"Gastrointestinal diseases, Reproductive diseases, Genetic diseases, Rare diseases, Cancer diseases",156,3,"MRE11, PIK3CB, TERT",https://www.malacards.org/card/lynch_syndrome,,,,
2.56,Motor Neuron Disease,"Neuronal diseases, Respiratory diseases, Muscle diseases, Rare diseases",159,3,"FUS, NT5C2, REEP2",https://www.malacards.org/card/motor_neuron_disease,,,,
2.55,Acute Myeloid Leukaemia With Myelodysplasia-Related Features,"Blood diseases, Rare diseases, Cancer diseases",6,1,IDH2,https://www.malacards.org/card/acute_myeloid_leukaemia_with_myelodysplasia_related_features,Causative mutation,IDH2,,
2.55,Xia-Gibbs Syndrome,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",14,2,"LRIF1, REV3L",https://www.malacards.org/card/xia_gibbs_syndrome,,,,
2.54,Gliomatosis Cerebri,"Neuronal diseases, Mental diseases, Rare diseases, Cancer diseases",15,2,"IDH2, TERT",https://www.malacards.org/card/gliomatosis_cerebri,,,,
2.54,"Neuropathy, Hereditary Motor And Sensory, Okinawa Type","Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",155,3,"FIG4, FUS, TGOLN2",https://www.malacards.org/card/neuropathy_hereditary_motor_and_sensory_okinawa_type,,,,
2.54,Aicardi-Goutieres Syndrome,"Bone diseases, Liver diseases, Neuronal diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases",123,2,"DNASE2, SAMHD1",https://www.malacards.org/card/aicardi_goutieres_syndrome,Causative mutation,SAMHD1,,
2.53,Idiopathic Aplastic Anemia,"Bone diseases, Immune diseases, Blood diseases, Rare diseases",5,1,TERT,https://www.malacards.org/card/idiopathic_aplastic_anemia,Risk factor,TERT,,
2.53,"Ehlers-Danlos Syndrome, Kyphoscoliotic Type, 2","Bone diseases, Eye diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,FKBP14,https://www.malacards.org/card/ehlers_danlos_syndrome_kyphoscoliotic_type_2,Causative mutation,FKBP14,,
2.52,Amyotrophic Lateral Sclerosis 21,"Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",14,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_21,,,,
2.52,"Spastic Paraplegia 79b, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,2,"PCYT2, REEP2",https://www.malacards.org/card/spastic_paraplegia_79b_autosomal_recessive,,,,
2.52,"Polymicrogyria, Bilateral Temporooccipital","Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",11,1,FIG4,https://www.malacards.org/card/polymicrogyria_bilateral_temporooccipital,"Causative mutation, Unconfirmed association, Genetic tests",FIG4,,
2.51,Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 6,"Neuronal diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",15,2,"FIG4, FUS",https://www.malacards.org/card/frontotemporal_dementia_and_or_amyotrophic_lateral_sclerosis_6,,,,
2.50,Hoyeraal-Hreidarsson Syndrome,"Neuronal diseases, Immune diseases, Blood diseases, Rare diseases, Fetal diseases",7,1,TERT,https://www.malacards.org/card/hoyeraal_hreidarsson_syndrome,Causative mutation,TERT,,
2.50,Rasopathy,Rare diseases,185,3,"ETFDH, PIK3CB, RASA2",https://www.malacards.org/card/rasopathy,,,,
2.50,Brain Cancer,"Neuronal diseases, Mental diseases, Rare diseases, Cancer diseases",134,2,"IDH2, TERT",https://www.malacards.org/card/brain_cancer,Causative mutation,IDH2,,
2.48,"Muscular Dystrophy-Dystroglycanopathy  , Type A, 1","Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",7,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_a_1,"Causative mutation, Genetic tests",FKTN,,
2.48,Mixed Oligodendroglioma-Astrocytoma,Cancer diseases,17,2,"IDH2, TERT",https://www.malacards.org/card/mixed_oligodendroglioma_astrocytoma,,,,
2.48,Acute Necrotizing Encephalitis,Neuronal diseases,12,1,RANBP2,https://www.malacards.org/card/acute_necrotizing_encephalitis,Causative mutation,RANBP2,,
2.48,"Tremor, Hereditary Essential, 4","Neuronal diseases, Muscle diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,FUS,https://www.malacards.org/card/tremor_hereditary_essential_4_2,"Causative mutation, Genetic tests",FUS,,
2.48,Lipid Metabolism Disorder,"Endocrine diseases, Neuronal diseases, Immune diseases, Metabolic diseases, Genetic diseases, Rare diseases",153,2,"ABCG8, ANGPTL3",https://www.malacards.org/card/lipid_metabolism_disorder,Causative mutation,ABCG8,,
2.48,Rhabdomyosarcoma,"Bone diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Genetic diseases, Rare diseases, Cancer diseases",246,3,"FUS, ITGA2, TERT",https://www.malacards.org/card/rhabdomyosarcoma,,,,
2.47,Hyperphosphatasia-Intellectual Disability Syndrome,"Bone diseases, Neuronal diseases, Mental diseases, Metabolic diseases, Rare diseases, Fetal diseases",7,1,PIGO,https://www.malacards.org/card/hyperphosphatasia_intellectual_disability_syndrome,Causative mutation,PIGO,,
2.47,Coronary Heart Disease 5,"Cardiovascular diseases, Genetic diseases",7,1,ABCG8,https://www.malacards.org/card/coronary_heart_disease_5,Causative mutation,ABCG8,,
2.46,"Parkinson Disease 20, Early-Onset","Eye diseases, Neuronal diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases",16,2,"FIG4, PI4K2B",https://www.malacards.org/card/parkinson_disease_20_early_onset,,,,
2.46,"Coloboma, Congenital Heart Disease, Ichthyosiform Dermatosis, Impaired Intellectual Development, And Ear Anomalies Syndrome","Eye diseases, Neuronal diseases, Cardiovascular diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",17,2,"PIGG, PIGO",https://www.malacards.org/card/coloboma_congenital_heart_disease_ichthyosiform_dermatosis_impaired_intellectual_development_and_ear_anomalies_syndrome,,,,
2.46,Hirschsprung Disease 1,"Gastrointestinal diseases, Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases, Fetal diseases",192,3,"BACE2, PIGO, PIK3CB",https://www.malacards.org/card/hirschsprung_disease_1,,,,
2.46,Kallmann Syndrome,"Endocrine diseases, Reproductive diseases, Rare diseases",151,2,"IL17RD, PLXNA3",https://www.malacards.org/card/kallmann_syndrome,Causative mutation,IL17RD,,
2.46,Adrenal Cortical Carcinoma,"Nephrological diseases, Endocrine diseases, Rare diseases, Cancer diseases",153,2,"PIK3CB, TERT",https://www.malacards.org/card/adrenal_cortical_carcinoma,Causative mutation,TERT,,
2.46,"Neuropathy, Congenital Hypomyelinating, 1, Autosomal Recessive","Neuronal diseases, Respiratory diseases, Muscle diseases, Genetic diseases, Rare diseases",153,2,"FIG4, PLEKHM3",https://www.malacards.org/card/neuropathy_congenital_hypomyelinating_1_autosomal_recessive,Causative mutation,FIG4,,
2.45,"Corneal Dystrophy, Band-Shaped",Neuronal diseases,18,2,"SLC4A4, SLC9A3",https://www.malacards.org/card/corneal_dystrophy_band_shaped,,,,
2.45,Acute Hemorrhagic Leukoencephalitis,"Neuronal diseases, Cardiovascular diseases, Rare diseases, Infectious diseases",18,2,"LETM2, RANBP2",https://www.malacards.org/card/acute_hemorrhagic_leukoencephalitis,,,,
2.45,Progressive Bulbar Palsy,"Neuronal diseases, Muscle diseases, Rare diseases",18,2,"ETFDH, FUS",https://www.malacards.org/card/progressive_bulbar_palsy,,,,
2.45,Anaplastic Astrocytoma,"Neuronal diseases, Mental diseases, Rare diseases, Cancer diseases",71,2,"IDH2, TERT",https://www.malacards.org/card/anaplastic_astrocytoma,Genetic tests,IDH2,,
2.44,"Night Blindness, Congenital Stationary, Type 1b","Eye diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",12,1,GRM6,https://www.malacards.org/card/night_blindness_congenital_stationary_type_1b,"Causative mutation, Genetic tests",GRM6,,
2.44,Familial Cold Autoinflammatory Syndrome 2,"Bone diseases, Nephrological diseases, Endocrine diseases, Immune diseases, Blood diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases",13,1,NLRP12,https://www.malacards.org/card/familial_cold_autoinflammatory_syndrome_2,"Causative mutation, Genetic tests",NLRP12,,
2.44,Early Infantile Epileptic Encephalopathy,"Neuronal diseases, Muscle diseases, Metabolic diseases, Rare diseases",192,3,"PIGG, PIGO, PRRT2",https://www.malacards.org/card/early_infantile_epileptic_encephalopathy,,,,
2.44,Migraine With Or Without Aura 1,"Eye diseases, Neuronal diseases, Blood diseases, Genetic diseases",230,3,"CAV2, PRRT2, SLC4A4",https://www.malacards.org/card/migraine_with_or_without_aura_1,,,,
2.43,"Hypomagnesemia 6, Renal","Nephrological diseases, Muscle diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,2,"MSRB2, NT5C2",https://www.malacards.org/card/hypomagnesemia_6_renal,,,,
2.43,Isovaleric Acidemia,"Nephrological diseases, Neuronal diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,2,"ACAD8, PCCB",https://www.malacards.org/card/isovaleric_acidemia,,,,
2.43,Anterior Segment Dysgenesis 4,"Eye diseases, Neuronal diseases, Cardiovascular diseases, Mental diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",18,2,"PIGG, PIGO",https://www.malacards.org/card/anterior_segment_dysgenesis_4,,,,
2.43,Oligodendroglioma,"Neuronal diseases, Rare diseases, Cancer diseases",74,2,"IDH2, TERT",https://www.malacards.org/card/oligodendroglioma,Genetic tests,IDH2,,
2.43,Frontotemporal Dementia,"Neuronal diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",161,2,"FIG4, FUS",https://www.malacards.org/card/frontotemporal_dementia,Causative mutation,FUS,,
2.43,Cataract,"Nephrological diseases, Eye diseases, Neuronal diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",295,3,"ACO1, APEX1, SLC4A4",https://www.malacards.org/card/cataract,,,,
2.42,Torch Syndrome,"Bone diseases, Liver diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",19,2,"DNASE2, SAMHD1",https://www.malacards.org/card/torch_syndrome,,,,
2.42,Striatonigral Degeneration,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",19,2,"FBXO47, FIG4",https://www.malacards.org/card/striatonigral_degeneration,,,,
2.42,Dystonia,"Neuronal diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",301,3,"MRE11, PRRT2, TOR1AIP1",https://www.malacards.org/card/dystonia,,,,
2.42,Endometrial Cancer,"Reproductive diseases, Genetic diseases, Cancer diseases",386,3,"PIK3CB, PIWIL1, TERT",https://www.malacards.org/card/endometrial_cancer,,,,
2.41,Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome,"Bone diseases, Gastrointestinal diseases, Nephrological diseases, Neuronal diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",17,2,"PIGG, PIGO",https://www.malacards.org/card/multiple_congenital_anomalies_hypotonia_seizures_syndrome_4,,,,
2.41,"Acyl-Coa Dehydrogenase, Short-Chain, Deficiency Of","Neuronal diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,2,"ACAD8, ETFDH",https://www.malacards.org/card/acyl_coa_dehydrogenase_short_chain_deficiency_of,,,,
2.41,"Hypophosphatasia, Infantile","Bone diseases, Respiratory diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",18,2,"C7orf33, ZNF786",https://www.malacards.org/card/hypophosphatasia_infantile,,,,
2.41,"Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency Of","Liver diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",19,2,"ACAD8, ETFDH",https://www.malacards.org/card/acyl_coa_dehydrogenase_medium_chain_deficiency_of_2,,,,
2.41,Squalene Synthase Deficiency,"Nephrological diseases, Neuronal diseases, Mental diseases, Genetic diseases",13,1,FDFT1,https://www.malacards.org/card/squalene_synthase_deficiency,"Causative mutation, Genetic tests",FDFT1,,
2.41,"Muscular Dystrophy-Dystroglycanopathy  , Type C, 4","Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_type_c_4,"Causative mutation, Genetic tests",FKTN,,
2.40,Perrault Syndrome 2,"Endocrine diseases, Neuronal diseases, Reproductive diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",8,1,GGPS1,https://www.malacards.org/card/perrault_syndrome_2,Causative mutation,GGPS1,,
2.40,Alzheimer'S Disease,"Neuronal diseases, Cardiovascular diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",544,3,"BACE2, CSNK1E, PSMA1",https://www.malacards.org/card/alzheimers_disease,,,,
2.39,Left Ventricular Noncompaction,"Cardiovascular diseases, Muscle diseases, Blood diseases, Genetic diseases, Rare diseases, Fetal diseases",137,2,"FKTN, PLEKHM2",https://www.malacards.org/card/left_ventricular_noncompaction,Risk factor,PLEKHM2,,
2.39,Acute Promyelocytic Leukemia,"Blood diseases, Genetic diseases, Rare diseases, Cancer diseases",249,3,"IDH2, PIK3CB, TERT",https://www.malacards.org/card/acute_promyelocytic_leukemia,,,,
2.39,Myelodysplastic Syndrome,"Blood diseases, Genetic diseases, Rare diseases",247,2,"IDH2, TERT",https://www.malacards.org/card/myelodysplastic_syndrome,Causative mutation,IDH2,,
2.38,Mixed Glioma,"Neuronal diseases, Cancer diseases",21,2,"IDH2, TERT",https://www.malacards.org/card/mixed_glioma,,,,
2.38,Developmental And Epileptic Encephalopathy 23,"Liver diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases, Cancer diseases",14,1,ANGPTL3,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_23,Causative mutation,ANGPTL3,,
2.38,"Hypobetalipoproteinemia, Familial, 2","Gastrointestinal diseases, Liver diseases, Endocrine diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,ANGPTL3,https://www.malacards.org/card/hypobetalipoproteinemia_familial_2,"Causative mutation, Genetic tests",ANGPTL3,,
2.37,Diamond-Blackfan Anemia 20,"Bone diseases, Neuronal diseases, Immune diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,RPS15A,https://www.malacards.org/card/diamond_blackfan_anemia_20,"Causative mutation, Unconfirmed association, Genetic tests",RPS15A,,
2.36,Amyotrophic Lateral Sclerosis Type 12,"Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",20,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_type_12,,,,
2.36,Pleomorphic Xanthoastrocytoma,"Neuronal diseases, Rare diseases, Cancer diseases",21,2,"IDH2, TERT",https://www.malacards.org/card/pleomorphic_xanthoastrocytoma,,,,
2.36,"Carnitine Deficiency, Systemic Primary","Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",21,2,"ACAD8, ETFDH",https://www.malacards.org/card/carnitine_deficiency_systemic_primary,,,,
2.36,"Ectodermal Dysplasia 10a, Hypohidrotic/Hair/Nail Type, Autosomal Dominant","Eye diseases, Endocrine diseases, Oral diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,RANBP2,https://www.malacards.org/card/ectodermal_dysplasia_10a_hypohidrotic_hair_nail_type_autosomal_dominant,Causative mutation,RANBP2,,
2.34,Juvenile Amyotrophic Lateral Sclerosis,"Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",9,1,FUS,https://www.malacards.org/card/juvenile_amyotrophic_lateral_sclerosis,Causative mutation,FUS,,
2.34,Estrogen Resistance,"Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases",10,1,TMEM59,https://www.malacards.org/card/estrogen_resistance,Risk factor,TMEM59,,
2.34,Idh-Wildtype Glioblastoma,"Neuronal diseases, Cancer diseases",23,2,"IDH2, TERT",https://www.malacards.org/card/idh_wildtype_glioblastoma,,,,
2.34,Pancreatic Cancer,"Gastrointestinal diseases, Endocrine diseases, Genetic diseases, Rare diseases, Cancer diseases",640,3,"APEX1, ITGA2, TERT",https://www.malacards.org/card/pancreatic_cancer,,,,
2.33,Anaplastic Oligoastrocytoma,"Neuronal diseases, Rare diseases",1,1,IDH2,https://www.malacards.org/card/anaplastic_oligoastrocytoma,Genetic tests,IDH2,,
2.33,Oligoastrocytoma,"Neuronal diseases, Rare diseases",3,1,IDH2,https://www.malacards.org/card/oligoastrocytoma,Genetic tests,IDH2,,
2.33,"Migraine, Familial Hemiplegic, 3","Eye diseases, Neuronal diseases, Genetic diseases, Rare diseases",22,2,"PRRT2, SLC4A4",https://www.malacards.org/card/migraine_familial_hemiplegic_3,,,,
2.33,"Carnitine Palmitoyltransferase Ii Deficiency, Infantile","Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",22,2,"ACAD8, ETFDH",https://www.malacards.org/card/carnitine_palmitoyltransferase_ii_deficiency_infantile,,,,
2.33,"Amyotrophic Lateral Sclerosis 16, Juvenile","Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",22,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_16_juvenile,,,,
2.33,Pseudovaginal Perineoscrotal Hypospadias,"Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,FIG4,https://www.malacards.org/card/pseudovaginal_perineoscrotal_hypospadias,Causative mutation,FIG4,,
2.33,Interstitial Lung Disease 2,"Neuronal diseases, Respiratory diseases, Blood diseases, Genetic diseases, Rare diseases, Cancer diseases",238,2,"PIK3CB, TERT",https://www.malacards.org/card/interstitial_lung_disease_2,"Causative mutation, Risk factor, Genetic tests",TERT,,
2.32,Carnitine Palmitoyltransferase I Deficiency,"Metabolic diseases, Genetic diseases, Rare diseases",22,2,"ACAD8, ETFDH",https://www.malacards.org/card/carnitine_palmitoyltransferase_i_deficiency,,,,
2.32,Amyotrophic Lateral Sclerosis 8,"Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",23,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_8,,,,
2.32,Corneal Degeneration,"Eye diseases, Neuronal diseases",24,2,"ABCG8, SLC4A4",https://www.malacards.org/card/corneal_degeneration,,,,
2.32,Joubert Syndrome 1,"Nephrological diseases, Liver diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",301,3,"FIG4, IFT22, PI4K2B",https://www.malacards.org/card/joubert_syndrome_1_2,,,,
2.32,Psoriasis,"Immune diseases, Skin diseases, Genetic diseases, Rare diseases",552,4,"ACP3, AP1S3, DIO2, NCOA7",https://www.malacards.org/card/psoriasis,,,Skin,"ACP3, DIO2, NCOA7"
2.31,Solitary Median Maxillary Central Incisor,"Oral diseases, Genetic diseases, Rare diseases",23,2,"C7orf33, ZNF786",https://www.malacards.org/card/solitary_median_maxillary_central_incisor,,,,
2.31,Lysosomal Acid Lipase Deficiency,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",24,2,"ABCG8, ABHD5",https://www.malacards.org/card/lysosomal_acid_lipase_deficiency,,,,
2.31,Sensorineural Hearing Loss,"Neuronal diseases, Ear diseases, Rare diseases",314,3,"GGPS1, IL17RD, OTOG",https://www.malacards.org/card/sensorineural_hearing_loss,,,,
2.30,Renal Tubular Acidosis,"Nephrological diseases, Blood diseases, Metabolic diseases, Rare diseases",32,2,"SLC4A4, SLC9A3",https://www.malacards.org/card/renal_tubular_acidosis,,,,
2.30,Joubert Syndrome 21,"Nephrological diseases, Liver diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,ARFGEF1,https://www.malacards.org/card/joubert_syndrome_21,Causative mutation,ARFGEF1,,
2.29,"Migraine, Familial Hemiplegic, 1","Eye diseases, Neuronal diseases, Genetic diseases, Rare diseases",22,2,"PRRT2, SLC4A4",https://www.malacards.org/card/migraine_familial_hemiplegic_1,,,,
2.29,Sting-Associated Vasculopathy With Onset In Infancy,"Bone diseases, Respiratory diseases, Cardiovascular diseases, Immune diseases, Blood diseases, Skin diseases, Genetic diseases, Rare diseases",25,2,"DNASE2, SAMHD1",https://www.malacards.org/card/sting_associated_vasculopathy_with_onset_in_infancy,,,,
2.27,"Xeroderma Pigmentosum, Complementation Group A","Neuronal diseases, Skin diseases, Genetic diseases, Cancer diseases",25,2,"APEX1, GPN1",https://www.malacards.org/card/xeroderma_pigmentosum_complementation_group_a,,,,
2.27,"Amyotrophic Lateral Sclerosis 4, Juvenile","Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",26,2,"FIG4, FUS",https://www.malacards.org/card/amyotrophic_lateral_sclerosis_4_juvenile,,,,
2.27,Retinitis Pigmentosa 68,"Bone diseases, Nephrological diseases, Liver diseases, Eye diseases, Neuronal diseases, Ear diseases, Genetic diseases, Rare diseases",18,1,SLC7A14,https://www.malacards.org/card/retinitis_pigmentosa_68,"Causative mutation, Genetic tests",SLC7A14,,
2.27,"Psoriasis 14, Pustular","Bone diseases, Immune diseases, Blood diseases, Skin diseases, Genetic diseases, Rare diseases",18,1,AP1S3,https://www.malacards.org/card/psoriasis_14_pustular,Causative mutation,AP1S3,,
2.26,"Migraine, Familial Hemiplegic, 2","Eye diseases, Neuronal diseases, Genetic diseases, Rare diseases",26,2,"PRRT2, SLC4A4",https://www.malacards.org/card/migraine_familial_hemiplegic_2,,,,
2.26,"Deafness, Onychodystrophy, Osteodystrophy, Impaired Intellectual Development, And Seizures Syndrome","Eye diseases, Neuronal diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",26,2,"NCOA7, PRRT2",https://www.malacards.org/card/deafness_onychodystrophy_osteodystrophy_impaired_intellectual_development_and_seizures_syndrome,,,,
2.26,Baller-Gerold Syndrome,"Bone diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",26,2,"APEX1, TOP3A",https://www.malacards.org/card/baller_gerold_syndrome,,,,
2.25,Short-Rib Thoracic Dysplasia 10 With Or Without Polydactyly,"Bone diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",25,2,"FIG4, SLC7A14",https://www.malacards.org/card/short_rib_thoracic_dysplasia_10_with_or_without_polydactyly,,,,
