"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"FLVCR1","0.169","0.530","0.372","2","hsa-miR-6869-5p","hsa-miR-125a-3p","","","","",""
"FSCN1","0.203","0.530","0.419","2","hsa-miR-3180","hsa-miR-6805-5p","","","","",""
"FXR1","0.149","0.530","0.343","2","hsa-miR-125a-3p","hsa-miR-4276","","","","",""
"FZD6","0.254","0.530","0.487","2","hsa-miR-4276","hsa-miR-6869-5p","","","","",""
"GIPC1","0.160","0.530","0.360","2","hsa-miR-128-1-5p","hsa-miR-92a-2-5p","","","","",""
"HOXB6","0.131","0.530","0.317","2","hsa-miR-6857-5p","hsa-miR-7110-5p","","","","",""
"ICA1L","0.157","0.530","0.356","2","hsa-miR-575","hsa-miR-1203","","","","",""
"IFNAR2","0.235","0.530","0.461","2","hsa-miR-1228-5p","hsa-miR-6729-5p","","","","",""
"IGF2BP3","0.0703","0.530","0.220","2","hsa-miR-6805-5p","hsa-miR-6869-5p","","","","",""
"IKZF2","0.0776","0.530","0.233","2","hsa-miR-6805-5p","hsa-miR-6869-5p","","","","",""
"KHSRP","0.207","0.530","0.528","3","hsa-miR-128-1-5p","hsa-miR-6805-5p","hsa-miR-7110-5p","","","",""
"KIF1C","0.241","0.530","0.470","2","hsa-miR-575","hsa-miR-125a-3p","","","","",""
"KLF13","0.235","0.530","0.461","2","hsa-miR-92a-2-5p","hsa-miR-6869-5p","","","","",""
"KMT2A","0.241","0.530","0.470","2","hsa-miR-3184-5p","hsa-miR-92a-2-5p","","","","",""
"KPNA2","0.154","0.530","0.351","2","hsa-miR-4276","hsa-miR-1203","","","","",""
"LAMC1","0.131","0.530","0.317","2","hsa-miR-7110-5p","hsa-miR-4481","","","","",""
"LASP1","0.207","0.530","0.423","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","",""
"LGALS3BP","0.0953","0.530","0.262","2","hsa-miR-125a-3p","hsa-miR-6869-5p","","","","",""
"LIX1L","0.103","0.530","0.275","2","hsa-miR-6729-5p","hsa-miR-575","","","","",""
"LMBR1L","0.137","0.530","0.326","2","hsa-miR-6857-5p","hsa-miR-125a-3p","","","","",""
"LMNB2","0.125","0.530","0.489","4","hsa-miR-3184-5p","hsa-miR-4481","hsa-miR-7110-5p","hsa-miR-8069","","",""
"LUZP1","0.251","0.530","0.482","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"LYRM4","0.176","0.530","0.381","2","hsa-miR-3180","hsa-miR-4787-5p","","","","",""
"MAPK8IP3","0.0727","0.530","0.224","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"MARCKSL1","0.106","0.530","0.279","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"MARK2","0.111","0.530","0.288","2","hsa-miR-6857-5p","hsa-miR-6805-5p","","","","",""
"MEF2D","0.103","0.530","0.381","3","hsa-miR-92a-2-5p","hsa-miR-575","hsa-miR-4648","","","",""
"MEX3A","0.191","0.530","0.402","2","hsa-miR-92a-2-5p","hsa-miR-3184-5p","","","","",""
"MID1IP1","0.0751","0.530","0.229","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"MINK1","0.203","0.530","0.419","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"MLLT1","0.164","0.530","0.471","3","hsa-miR-4481","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","",""
"MNT","0.229","0.530","0.453","2","hsa-miR-3184-5p","hsa-miR-92a-2-5p","","","","",""
"MRE11","0.152","0.530","0.347","2","hsa-miR-4481","hsa-miR-6869-5p","","","","",""
"MRPS23","0.152","0.530","0.347","2","hsa-miR-6869-5p","hsa-miR-575","","","","",""
"MRPS27","0.0980","0.530","0.267","2","hsa-miR-4648","hsa-miR-6729-5p","","","","",""
"MSANTD3","0.0727","0.530","0.224","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","",""
"MTSS1L","0.0980","0.530","0.267","2","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","",""
"MYC","0.0811","0.530","0.344","3","hsa-miR-92a-2-5p","hsa-miR-125a-3p","hsa-miR-6765-5p","","","",""
"NACC1","0.0720","0.530","0.460","5","hsa-miR-3180","hsa-miR-3184-5p","hsa-miR-6857-5p","hsa-miR-7110-5p","hsa-miR-92a-2-5p","",""
"NANOS1","0.0776","0.530","0.233","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"NARS","0.131","0.530","0.317","2","hsa-miR-125a-3p","hsa-miR-6784-5p","","","","",""
"NAV1","0.232","0.530","0.457","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","",""
"NCBP3","0.166","0.530","0.368","2","hsa-miR-4481","hsa-miR-575","","","","",""
"NCS1","0.160","0.530","0.360","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","",""
"NDRG1","0.146","0.530","0.339","2","hsa-miR-128-1-5p","hsa-miR-6805-5p","","","","",""
"NFIB","0.203","0.530","0.419","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"NFIX","0.0958","0.530","0.370","3","hsa-miR-92a-2-5p","hsa-miR-128-1-5p","hsa-miR-3184-5p","","","",""
"NLRP9","0.123","0.530","0.305","2","hsa-miR-4648","hsa-miR-6729-5p","","","","",""
"NMNAT2","0.0679","0.530","0.216","2","hsa-miR-6805-5p","hsa-miR-7110-5p","","","","",""
"NSD1","0.137","0.530","0.326","2","hsa-miR-4481","hsa-miR-3184-5p","","","","",""
"NT5C2","0.0953","0.530","0.262","2","hsa-miR-6869-5p","hsa-miR-125a-3p","","","","",""
"NUP62","0.117","0.530","0.296","2","hsa-miR-125a-3p","hsa-miR-1203","","","","",""
"OLFML2A","0.123","0.530","0.305","2","hsa-miR-6805-5p","hsa-miR-6729-5p","","","","",""
"OLR1","0.149","0.530","0.343","2","hsa-miR-3184-5p","hsa-miR-3180","","","","",""
"P4HB","0.0703","0.530","0.220","2","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","",""
"PCGF3","0.157","0.530","0.356","2","hsa-miR-92a-2-5p","hsa-miR-3180","","","","",""
"PCP4L1","0.0776","0.530","0.233","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","",""
"PEX26","0.188","0.530","0.502","3","hsa-miR-92a-2-5p","hsa-miR-6869-5p","hsa-miR-4481","","","",""
"PHACTR4","0.134","0.530","0.322","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"PHLDA3","0.0749","0.530","0.333","3","hsa-miR-92a-2-5p","hsa-miR-4787-5p","hsa-miR-125a-3p","","","",""
"PISD","0.125","0.530","0.309","2","hsa-miR-125a-3p","hsa-miR-4648","","","","",""
"PLD3","0.103","0.530","0.275","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"PLEKHA3","0.197","0.530","0.411","2","hsa-miR-92a-2-5p","hsa-miR-6729-5p","","","","",""
"POLL","0.152","0.530","0.347","2","hsa-miR-125a-3p","hsa-miR-3184-5p","","","","",""
"POLR2E","0.146","0.530","0.339","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"PPP1R11","0.194","0.530","0.406","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","",""
"PPP1R16B","0.0901","0.530","0.254","2","hsa-miR-8069","hsa-miR-4648","","","","",""
"PPP1R9B","0.125","0.530","0.309","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"PPP6R1","0.191","0.530","0.402","2","hsa-miR-3940-5p","hsa-miR-7110-5p","","","","",""
"PRKX","0.109","0.530","0.284","2","hsa-miR-575","hsa-miR-6869-5p","","","","",""
"PSMD11","0.0980","0.530","0.267","2","hsa-miR-4481","hsa-miR-3184-5p","","","","",""
"PTPN14","0.257","0.530","0.491","2","hsa-miR-6857-5p","hsa-miR-3940-5p","","","","",""
"QSOX2","0.103","0.530","0.275","2","hsa-miR-4481","hsa-miR-6805-5p","","","","",""
"RAB15","0.185","0.530","0.394","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"RAB1B","0.137","0.530","0.326","2","hsa-miR-4648","hsa-miR-7110-5p","","","","",""
"RANGAP1","0.235","0.530","0.461","2","hsa-miR-4730","hsa-miR-125a-3p","","","","",""
"RBM23","0.140","0.530","0.437","3","hsa-miR-575","hsa-miR-128-1-5p","hsa-miR-6729-5p","","","",""
"RDH10","0.146","0.530","0.339","2","hsa-miR-3940-5p","hsa-miR-575","","","","",""
"RFC2","0.160","0.530","0.360","2","hsa-miR-6765-5p","hsa-miR-6869-5p","","","","",""
"RNF149","0.146","0.530","0.339","2","hsa-miR-6869-5p","hsa-miR-6765-5p","","","","",""
"RNF187","0.154","0.530","0.351","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","",""
"RNPS1","0.103","0.530","0.275","2","hsa-miR-92a-2-5p","hsa-miR-6729-5p","","","","",""
"RPL13A","0.123","0.530","0.305","2","hsa-miR-125a-3p","hsa-miR-6729-5p","","","","",""
"RRP36","0.235","0.530","0.461","2","hsa-miR-6869-5p","hsa-miR-92a-2-5p","","","","",""
"SAMD4B","0.109","0.530","0.284","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"SBF1","0.157","0.530","0.356","2","hsa-miR-3180","hsa-miR-4481","","","","",""
"SBK1","0.125","0.530","0.309","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"SCAMP4","0.0975","0.530","0.372","3","hsa-miR-1228-5p","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","",""
"SECISBP2L","0.163","0.530","0.364","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"SENP2","0.117","0.530","0.296","2","hsa-miR-4481","hsa-miR-92a-2-5p","","","","",""
"SFN","0.128","0.530","0.313","2","hsa-miR-6805-5p","hsa-miR-92a-2-5p","","","","",""
"SHMT1","0.197","0.530","0.411","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","",""
"SIT1","0.0800","0.530","0.237","2","hsa-miR-125a-3p","hsa-miR-4481","","","","",""
"SKI","0.260","0.530","0.593","3","hsa-miR-125a-3p","hsa-miR-3180","hsa-miR-128-1-5p","","","",""
"SLC12A7","0.216","0.530","0.436","2","hsa-miR-1203","hsa-miR-4276","","","","",""
"SLC16A9","0.114","0.530","0.292","2","hsa-miR-4276","hsa-miR-8069","","","","",""
"SLC39A11","0.0751","0.530","0.229","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"SLC47A1","0.0703","0.530","0.220","2","hsa-miR-4730","hsa-miR-6784-5p","","","","",""
"SP110","0.0776","0.530","0.233","2","hsa-miR-6869-5p","hsa-miR-92a-2-5p","","","","",""
"SPATA2","0.0891","0.530","0.358","3","hsa-miR-3184-5p","hsa-miR-3180","hsa-miR-6805-5p","","","",""
"SPCS3","0.160","0.530","0.360","2","hsa-miR-4481","hsa-miR-7110-5p","","","","",""
"STK35","0.109","0.530","0.284","2","hsa-miR-6729-5p","hsa-miR-92a-2-5p","","","","",""
"STX4","0.176","0.530","0.381","2","hsa-miR-128-1-5p","hsa-miR-4787-5p","","","","",""
"SURF4","0.154","0.530","0.351","2","hsa-miR-3940-5p","hsa-miR-575","","","","",""
"SYNGR2","0.0776","0.530","0.233","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","",""
"TBC1D13","0.257","0.530","0.491","2","hsa-miR-4481","hsa-miR-125a-3p","","","","",""
"TERF2","0.169","0.530","0.372","2","hsa-miR-125a-3p","hsa-miR-1228-5p","","","","",""
"TFAP4","0.134","0.530","0.322","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"TFPI","0.0927","0.530","0.258","2","hsa-miR-4648","hsa-miR-4481","","","","",""
"THRA","0.120","0.530","0.301","2","hsa-miR-6869-5p","hsa-miR-6805-5p","","","","",""
"TIMM50","0.194","0.530","0.406","2","hsa-miR-125a-3p","hsa-miR-92a-2-5p","","","","",""
"TLN1","0.191","0.530","0.402","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"TMBIM6","0.219","0.530","0.440","2","hsa-miR-3184-5p","hsa-miR-6765-5p","","","","",""
"TMCO1","0.222","0.530","0.444","2","hsa-miR-125a-3p","hsa-miR-6729-5p","","","","",""
"TMEM127","0.241","0.530","0.470","2","hsa-miR-1203","hsa-miR-3184-5p","","","","",""
"TMEM154","0.166","0.530","0.368","2","hsa-miR-125a-3p","hsa-miR-6869-5p","","","","",""
"TMEM50A","0.0776","0.530","0.233","2","hsa-miR-92a-2-5p","hsa-miR-4648","","","","",""
"TMOD3","0.0795","0.530","0.341","3","hsa-miR-4276","hsa-miR-6869-5p","hsa-miR-125a-3p","","","",""
"TMPPE","0.152","0.530","0.347","2","hsa-miR-6869-5p","hsa-miR-8069","","","","",""
"TOR4A","0.123","0.530","0.305","2","hsa-miR-128-1-5p","hsa-miR-3180","","","","",""
"TP53","0.0941","0.530","0.367","3","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-4276","","","",""
"TPM3","0.164","0.530","0.471","3","hsa-miR-7110-5p","hsa-miR-4648","hsa-miR-3180","","","",""
"TRIM28","0.103","0.530","0.275","2","hsa-miR-6857-5p","hsa-miR-4481","","","","",""
"TRIM72","0.130","0.530","0.423","3","hsa-miR-6869-5p","hsa-miR-125a-3p","hsa-miR-6765-5p","","","",""
"TSPYL1","0.210","0.530","0.427","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","",""
"TTLL12","0.210","0.530","0.427","2","hsa-miR-125a-3p","hsa-miR-3184-5p","","","","",""
"TXLNA","0.182","0.530","0.389","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"UBE2Q1","0.111","0.530","0.288","2","hsa-miR-4648","hsa-miR-4481","","","","",""
"UNC5B","0.143","0.530","0.334","2","hsa-miR-6857-5p","hsa-miR-7110-5p","","","","",""
"URM1","0.131","0.530","0.317","2","hsa-miR-3184-5p","hsa-miR-6765-5p","","","","",""
"WIPF2","0.260","0.530","0.495","2","hsa-miR-4276","hsa-miR-3184-5p","","","","",""
"ZCCHC8","0.0980","0.530","0.267","2","hsa-miR-1228-5p","hsa-miR-125a-3p","","","","",""
"ZFP36","0.0727","0.530","0.224","2","hsa-miR-4481","hsa-miR-92a-2-5p","","","","",""
"ZNF329","0.134","0.530","0.322","2","hsa-miR-575","hsa-miR-1228-5p","","","","",""
"ZNF439","0.0953","0.530","0.262","2","hsa-miR-6765-5p","hsa-miR-125a-3p","","","","",""
"ZNF703","0.254","0.530","0.487","2","hsa-miR-4648","hsa-miR-92a-2-5p","","","","",""
"ZNF799","0.117","0.530","0.296","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"ZNF805","0.257","0.530","0.491","2","hsa-miR-4276","hsa-miR-3184-5p","","","","",""
"BCL2L11","0.276","0.531","0.516","2","hsa-miR-92a-2-5p","hsa-miR-4481","","","","",""
"ORAI2","0.270","0.531","0.604","3","hsa-miR-92a-2-5p","hsa-miR-8069","hsa-miR-575","","","",""
"TMED4","0.273","0.531","0.512","2","hsa-miR-92a-2-5p","hsa-miR-6857-5p","","","","",""
"GXYLT2","0.280","0.532","0.521","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"KDELR1","0.283","0.532","0.525","2","hsa-miR-128-1-5p","hsa-miR-8069","","","","",""
"YWHAE","0.280","0.532","0.521","2","hsa-miR-4276","hsa-miR-3184-5p","","","","",""
"GLUL","0.289","0.532","0.533","2","hsa-miR-125a-3p","hsa-miR-4481","","","","",""
"HMGA2","0.289","0.532","0.533","2","hsa-miR-6857-5p","hsa-miR-6869-5p","","","","",""
"SESN3","0.289","0.532","0.533","2","hsa-miR-4276","hsa-miR-6869-5p","","","","",""
"TIMM8A","0.296","0.534","0.542","2","hsa-miR-6729-5p","hsa-miR-125a-3p","","","","",""
"ZNF385A","0.296","0.534","0.542","2","hsa-miR-3180","hsa-miR-6805-5p","","","","",""
"NAA50","0.308","0.536","0.559","2","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","",""
"RBM28","0.308","0.536","0.559","2","hsa-miR-7110-5p","hsa-miR-6729-5p","","","","",""
"ZNF708","0.308","0.536","0.559","2","hsa-miR-6869-5p","hsa-miR-125a-3p","","","","",""
"GDE1","0.310","0.539","0.652","3","hsa-miR-6869-5p","hsa-miR-3184-5p","hsa-miR-4276","","","",""
"E2F3","0.315","0.539","0.567","2","hsa-miR-3184-5p","hsa-miR-128-1-5p","","","","",""
"LARP1","0.315","0.539","0.567","2","hsa-miR-3184-5p","hsa-miR-92a-2-5p","","","","",""
"IP6K1","0.318","0.539","0.571","2","hsa-miR-92a-2-5p","hsa-miR-4276","","","","",""
"TNFRSF13C","0.321","0.540","0.576","2","hsa-miR-1203","hsa-miR-6765-5p","","","","",""
"RREB1","0.331","0.542","0.588","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"SPRY4","0.324","0.542","0.580","2","hsa-miR-3184-5p","hsa-miR-92a-2-5p","","","","",""
"ARHGDIA","0.340","0.547","0.601","2","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","",""
"PRRC2B","0.340","0.547","0.601","2","hsa-miR-92a-2-5p","hsa-miR-3184-5p","","","","",""
"SP1","0.340","0.547","0.601","2","hsa-miR-4276","hsa-miR-3184-5p","","","","",""
"MRPS10","0.347","0.548","0.609","2","hsa-miR-6729-5p","hsa-miR-125a-3p","","","","",""
"UBE2V1","0.347","0.548","0.609","2","hsa-miR-92a-2-5p","hsa-miR-8069","","","","",""
"TMEM189","0.353","0.548","0.618","2","hsa-miR-92a-2-5p","hsa-miR-8069","","","","",""
"TMEM189-UBE2V1","0.350","0.548","0.614","2","hsa-miR-92a-2-5p","hsa-miR-8069","","","","",""
"ZNF652","0.353","0.548","0.618","2","hsa-miR-4481","hsa-miR-1228-5p","","","","",""
"SOCS7","0.366","0.556","0.635","2","hsa-miR-4481","hsa-miR-4648","","","","",""
"IFNLR1","0.369","0.559","0.639","2","hsa-miR-6857-5p","hsa-miR-575","","","","",""
"BCL2L1","0.378","0.565","0.652","2","hsa-miR-575","hsa-miR-7110-5p","","","","",""
"HMGA1","0.397","0.570","0.677","2","hsa-miR-6805-5p","hsa-miR-125a-3p","","","","",""
"STK4","0.403","0.571","0.686","2","hsa-miR-4648","hsa-miR-125a-3p","","","","",""
"CASTOR2","0.409","0.572","0.694","2","hsa-miR-125a-3p","hsa-miR-6784-5p","","","","",""
"SF3B3","0.406","0.572","0.690","2","hsa-miR-8069","hsa-miR-3184-5p","","","","",""
"SLC1A5","0.439","0.581","0.736","2","hsa-miR-3940-5p","hsa-miR-125a-3p","","","","",""
"RPL7L1","0.451","0.585","0.753","2","hsa-miR-6869-5p","hsa-miR-3184-5p","","","","",""
"UBXN2A","0.463","0.587","0.770","2","hsa-miR-6869-5p","hsa-miR-575","","","","",""
"MAPK1","0.466","0.587","0.775","2","hsa-miR-6869-5p","hsa-miR-6857-5p","","","","",""
"UBN2","0.466","0.587","0.775","2","hsa-miR-4276","hsa-miR-575","","","","",""
"YIPF4","0.466","0.587","0.775","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","",""
"ABI2","0.480","0.591","0.796","2","hsa-miR-8069","hsa-miR-4648","","","","",""
"TNRC6A","0.480","0.591","0.796","2","hsa-miR-4276","hsa-miR-6857-5p","","","","",""
"CNBP","0.506","0.601","0.834","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"MDM2","0.522","0.609","0.859","2","hsa-miR-6729-5p","hsa-miR-1228-5p","","","","",""
"MED28","0.522","0.609","0.859","2","hsa-miR-3184-5p","hsa-miR-575","","","","",""
"YWHAZ","0.547","0.620","0.897","2","hsa-miR-92a-2-5p","hsa-miR-4648","","","","",""
"HDGF","0.552","0.622","0.906","2","hsa-miR-92a-2-5p","hsa-miR-3184-5p","","","","",""
"TXNIP","0.588","0.639","0.965","2","hsa-miR-3940-5p","hsa-miR-3184-5p","","","","",""
"FEM1A","0.590","0.641","0.969","2","hsa-miR-3180","hsa-miR-92a-2-5p","","","","",""
"ZNF264","0.605","0.648","0.995","2","hsa-miR-6729-5p","hsa-miR-4730","","","","",""
"ZNF460","0.604","0.648","1.01","3","hsa-miR-4481","hsa-miR-6729-5p","hsa-miR-1228-5p","","","",""
"CCND1","0.642","0.672","1.06","2","hsa-miR-8069","hsa-miR-3940-5p","","","","",""
"GIGYF1","0.642","0.672","1.06","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","",""
"FOXK1","0.660","0.684","1.10","2","hsa-miR-3180","hsa-miR-3184-5p","","","","",""
"SLC7A5","0.679","0.701","1.13","2","hsa-miR-3180","hsa-miR-4481","","","","",""
"NUFIP2","0.789","0.797","1.40","2","hsa-miR-4276","hsa-miR-125a-3p","","","","",""
