Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
NACC1,0.00297,0.144,0.4,11,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6131,hsa-miR-6802-5p
NFIC,0.00805,0.237,0.43,10,hsa-miR-4690-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4687-5p,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-4532,hsa-miR-6805-5p,hsa-miR-92b-5p,
CALR,0.0000538,0.0226,0.203,9,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,
CDKN1A,0.0773,0.519,0.594,9,hsa-miR-6802-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-642b-3p,hsa-miR-6787-5p,hsa-miR-6805-5p,hsa-miR-4732-5p,,
SETD1B,0.000303,0.0472,0.253,9,hsa-miR-3940-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4525,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6090,hsa-miR-1233-5p,hsa-miR-6746-5p,,
KHSRP,0.00237,0.129,0.336,9,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-92b-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,
SPRY4,0.000243,0.0453,0.246,9,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,
SCAMP4,0.000183,0.0409,0.237,9,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-1228-5p,hsa-miR-1343-3p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-887-3p,,
SLC47A1,0.00000104,0.00348,0.105,8,hsa-miR-4730,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-1307-3p,hsa-miR-6784-5p,hsa-miR-4525,hsa-miR-4728-5p,,,
PKM,0.00338,0.147,0.323,8,hsa-miR-320a,hsa-miR-4525,hsa-miR-1238-5p,hsa-miR-4648,hsa-miR-4675,hsa-miR-4758-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,
MNT,0.000233,0.0453,0.216,8,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-92b-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-6787-5p,,,
ASB6,0.000901,0.0827,0.231,7,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-320a,hsa-miR-1233-5p,,,,
ANKRD52,0.0047,0.174,0.307,7,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6090,,,,
CTDNEP1,0.000227,0.0453,0.185,7,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,
NFIX,0.00432,0.171,0.302,7,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-4706,hsa-miR-3184-5p,hsa-miR-4525,hsa-miR-6746-5p,,,,
NPR1,0.00239,0.129,0.272,7,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-6131,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,
BCL2L1,0.0104,0.273,0.356,7,hsa-miR-575,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-4532,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,
MLLT1,0.0159,0.311,0.386,7,hsa-miR-4675,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-1233-5p,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,
SLC7A5,0.135,0.613,0.619,7,hsa-miR-663a,hsa-miR-8059,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-4690-5p,hsa-miR-4706,hsa-miR-6787-5p,,,,
GATAD2A,0.00108,0.084,0.238,7,hsa-miR-4648,hsa-miR-92b-5p,hsa-miR-4525,hsa-miR-4706,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,
SFN,0.000138,0.0373,0.171,7,hsa-miR-1307-3p,hsa-miR-4525,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,hsa-miR-6805-5p,,,,
ARHGDIA,0.00674,0.216,0.328,7,hsa-miR-4783-3p,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-8073,,,,
ABL1,0.0000538,0.0226,0.148,7,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-6802-5p,hsa-miR-8073,,,,
SBF1,0.000309,0.0472,0.194,7,hsa-miR-320a,hsa-miR-4675,hsa-miR-4690-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-92b-5p,,,,
CRISPLD2,0.0479,0.439,0.447,6,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6131,hsa-miR-4532,hsa-miR-1307-3p,hsa-miR-1203,,,,,
METTL14,0.00185,0.115,0.224,6,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,
ZNF385A,0.0154,0.311,0.345,6,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-1307-3p,,,,,
UBE2Q1,0.000641,0.0673,0.183,6,hsa-miR-6802-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-6800-5p,hsa-miR-4648,hsa-miR-197-5p,,,,,
TP53,0.0166,0.311,0.35,6,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-4276,,,,,
NEUROD2,0.000179,0.0409,0.145,6,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-6784-5p,hsa-miR-4532,,,,,
TPM3,0.0491,0.444,0.45,6,hsa-miR-4648,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6746-5p,hsa-miR-197-5p,hsa-miR-4687-5p,,,,,
LRRC58,0.0972,0.561,0.536,6,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-6131,hsa-miR-4732-5p,hsa-miR-4532,hsa-miR-4690-5p,,,,,
C3orf36,0.000545,0.0642,0.178,6,hsa-miR-3184-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,
YWHAZ,0.122,0.597,0.571,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,
HDGF,0.126,0.605,0.576,6,hsa-miR-6090,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4732-5p,,,,,
STMN3,0.000042,0.0226,0.113,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,,,,,
LSG1,0.000081,0.0302,0.127,6,hsa-miR-1233-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-575,,,,,
KMT2D,0.0503,0.45,0.452,6,hsa-miR-320a,hsa-miR-4525,hsa-miR-4706,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,,,,,
COX6B1,0.0722,0.519,0.496,6,hsa-miR-320a,hsa-miR-4690-5p,hsa-miR-1343-3p,hsa-miR-4728-5p,hsa-miR-4675,hsa-miR-6131,,,,,
H2AFX,0.000145,0.0373,0.14,6,hsa-miR-320a,hsa-miR-6090,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-6131,,,,,
ARHGAP31,0.000129,0.0373,0.137,6,hsa-miR-4730,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-4706,hsa-miR-6131,,,,,
DSN1,0.0254,0.373,0.385,6,hsa-miR-4687-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4532,hsa-miR-6746-5p,,,,,
SRCIN1,0.00101,0.0827,0.199,6,hsa-miR-92b-5p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6746-5p,,,,,
ADGRL1,0.00313,0.144,0.248,6,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-4675,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
RAB1B,0.00125,0.0891,0.207,6,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4690-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
CBX6,0.0422,0.427,0.434,6,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
ARL8A,0.00185,0.115,0.224,6,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-1228-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,
PEX26,0.0634,0.491,0.479,6,hsa-miR-4675,hsa-miR-1307-3p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,
ALDOA,0.0817,0.531,0.512,6,hsa-miR-6131,hsa-miR-4787-5p,hsa-miR-1233-5p,hsa-miR-4687-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,
AHDC1,0.0000315,0.0226,0.108,6,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6805-5p,,,,,
ABI2,0.0785,0.519,0.506,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-8059,,,,,
CCNT1,0.00409,0.165,0.261,6,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,hsa-miR-8073,,,,,
LARP1,0.019,0.328,0.361,6,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4687-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-92b-5p,,,,,
IP6K1,0.0638,0.492,0.436,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4276,hsa-miR-1233-5p,,,,,,
ORAI2,0.261,0.7,0.692,5,hsa-miR-320a,hsa-miR-575,hsa-miR-6131,hsa-miR-4532,hsa-miR-1307-3p,,,,,,
SF3B3,0.119,0.597,0.527,5,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-3184-5p,,,,,,
BARHL1,0.000802,0.077,0.152,5,hsa-miR-4675,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-3184-5p,,,,,,
ANKRD13B,0.000472,0.061,0.136,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
KCNK3,0.000726,0.0739,0.149,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
CAPN15,0.0272,0.377,0.346,5,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
SYNGR1,0.00326,0.144,0.207,5,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,,,,,,
ONECUT3,0.0741,0.519,0.456,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4525,,,,,,
PDE4C,0.0272,0.377,0.346,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-1203,hsa-miR-4532,,,,,,
TPCN2,0.00227,0.128,0.191,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-1307-3p,hsa-miR-4532,,,,,,
PHLDA3,0.0393,0.415,0.381,5,hsa-miR-4525,hsa-miR-1307-3p,hsa-miR-4787-5p,hsa-miR-6131,hsa-miR-4532,,,,,,
RAB11B,0.00647,0.209,0.242,5,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4532,,,,,,
NRGN,0.000589,0.0642,0.142,5,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-4648,,,,,,
TMEM50A,0.00165,0.107,0.178,5,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-1233-5p,hsa-miR-4648,,,,,,
EIF5AL1,0.0358,0.396,0.372,5,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-4675,,,,,,
SLC35C2,0.0144,0.311,0.294,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4675,hsa-miR-4687-5p,,,,,,
SUMO1,0.0485,0.441,0.404,5,hsa-miR-4276,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4728-5p,,,,,,
SUSD6,0.000374,0.0524,0.129,5,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4648,hsa-miR-4728-5p,,,,,,
MYADM,0.0282,0.377,0.349,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,hsa-miR-6131,hsa-miR-4728-5p,,,,,,
ZNF451,0.0796,0.52,0.465,5,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6802-5p,hsa-miR-4728-5p,,,,,,
PTPRF,0.0138,0.311,0.291,5,hsa-miR-4525,hsa-miR-575,hsa-miR-4532,hsa-miR-4730,hsa-miR-4787-5p,,,,,,
MED28,0.227,0.697,0.656,5,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-4675,hsa-miR-575,,,,,,
MCFD2,0.0157,0.311,0.301,5,hsa-miR-8059,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-1238-5p,hsa-miR-6090,,,,,,
PRRC2B,0.0759,0.519,0.459,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-3184-5p,hsa-miR-6090,,,,,,
HSP90AB1,0.00611,0.199,0.239,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-4648,hsa-miR-6090,,,,,,
KDM6B,0.0574,0.474,0.423,5,hsa-miR-4706,hsa-miR-6746-5p,hsa-miR-1203,hsa-miR-4728-5p,hsa-miR-6090,,,,,,
AP2M1,0.00452,0.174,0.223,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6090,,,,,,
ZNF556,0.0335,0.379,0.365,5,hsa-miR-4532,hsa-miR-575,hsa-miR-8073,hsa-miR-6787-5p,hsa-miR-663a,,,,,,
SNRPD1,0.0759,0.519,0.459,5,hsa-miR-642b-3p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,
ZNF207,0.0485,0.441,0.404,5,hsa-miR-1343-3p,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,
TLN1,0.0171,0.316,0.307,5,hsa-miR-6090,hsa-miR-197-5p,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
KMT2A,0.0313,0.377,0.359,5,hsa-miR-320a,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
PTPN9,0.000589,0.0642,0.142,5,hsa-miR-320a,hsa-miR-197-5p,hsa-miR-4690-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
YPEL2,0.000257,0.0454,0.12,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
LMNB2,0.316,0.708,0.747,5,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
RPS6KA4,0.00611,0.199,0.239,5,hsa-miR-3184-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
SENP2,0.00481,0.174,0.226,5,hsa-miR-4525,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
SMCR8,0.0621,0.49,0.433,5,hsa-miR-6131,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
ZSWIM1,0.00481,0.174,0.226,5,hsa-miR-4690-5p,hsa-miR-642b-3p,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
GDI1,0.00227,0.128,0.191,5,hsa-miR-4687-5p,hsa-miR-4525,hsa-miR-8059,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
UNK,0.0171,0.316,0.307,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6784-5p,,,,,,
SELENON,0.0157,0.311,0.301,5,hsa-miR-1228-5p,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6784-5p,,,,,,
ARHGAP39,0.0014,0.0958,0.171,5,hsa-miR-92b-5p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,
GIGYF1,0.382,0.721,0.811,5,hsa-miR-1233-5p,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
MAFK,0.0335,0.379,0.365,5,hsa-miR-4706,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
RHOB,0.0151,0.311,0.297,5,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
NUP62,0.00481,0.174,0.226,5,hsa-miR-6131,hsa-miR-1203,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6800-5p,,,,,,
ABHD12,0.000802,0.077,0.152,5,hsa-miR-320a,hsa-miR-4532,hsa-miR-4706,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,
MSN,0.0282,0.377,0.349,5,hsa-miR-6746-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,
FURIN,0.00481,0.174,0.226,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,
PTPA,0.0157,0.311,0.301,5,hsa-miR-4525,hsa-miR-4675,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6805-5p,,,,,,
ZNF787,0.000374,0.0524,0.129,5,hsa-miR-3184-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-6805-5p,,,,,,
FBRS,0.0201,0.337,0.32,5,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4675,hsa-miR-6784-5p,hsa-miR-887-3p,,,,,,
AGO2,0.543,0.761,0.97,5,hsa-miR-3940-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-92b-5p,,,,,,
GNAI2,0.000974,0.0827,0.158,5,hsa-miR-6787-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-4706,hsa-miR-92b-5p,,,,,,
HCFC1,0.00194,0.117,0.184,5,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4706,hsa-miR-92b-5p,,,,,,
NPLOC4,0.0178,0.317,0.31,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-92b-5p,,,,,,
PIAS4,0.00192,0.117,0.137,4,hsa-miR-1307-3p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1203,,,,,,,
ZNF652,0.208,0.694,0.59,4,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-1307-3p,hsa-miR-1228-5p,,,,,,,
HIST1H2BO,0.000496,0.0617,0.097,4,hsa-miR-92b-5p,hsa-miR-320a,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
HIST1H2BL,0.000121,0.0373,0.0687,4,hsa-miR-320a,hsa-miR-3940-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
DNAH17,0.0085,0.239,0.206,4,hsa-miR-4728-5p,hsa-miR-8073,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
CNKSR3,0.184,0.674,0.562,4,hsa-miR-575,hsa-miR-1343-3p,hsa-miR-6784-5p,hsa-miR-1307-3p,,,,,,,
TSPAN14,0.0384,0.415,0.323,4,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-1307-3p,hsa-miR-1343-3p,,,,,,,
RAB15,0.061,0.49,0.376,4,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-1343-3p,,,,,,,
RABGAP1L,0.0498,0.45,0.351,4,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-6131,hsa-miR-1343-3p,,,,,,,
DHTKD1,0.0238,0.354,0.279,4,hsa-miR-1228-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1343-3p,,,,,,,
NAV1,0.0943,0.549,0.436,4,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,,,,,,,
ANP32B,0.034,0.381,0.311,4,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,,,,,,,
YWHAE,0.135,0.613,0.497,4,hsa-miR-320a,hsa-miR-4276,hsa-miR-1233-5p,hsa-miR-3184-5p,,,,,,,
CLCN7,0.00135,0.0946,0.125,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-3184-5p,,,,,,,
MIDN,0.474,0.743,0.881,4,hsa-miR-8059,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-3184-5p,,,,,,,
BAK1,0.0238,0.354,0.279,4,hsa-miR-3940-5p,hsa-miR-6090,hsa-miR-8073,hsa-miR-3184-5p,,,,,,,
HMGB1,0.297,0.707,0.691,4,hsa-miR-642b-3p,hsa-miR-1307-3p,hsa-miR-4532,hsa-miR-320a,,,,,,,
GDE1,0.521,0.756,0.933,4,hsa-miR-4675,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4276,,,,,,,
TNRC6A,0.361,0.717,0.76,4,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4276,,,,,,,
UBTF,0.0516,0.454,0.356,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1233-5p,hsa-miR-4525,,,,,,,
TAOK1,0.507,0.752,0.917,4,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-197-5p,hsa-miR-4525,,,,,,,
TOR4A,0.0274,0.377,0.291,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-4525,,,,,,,
STK4,0.264,0.7,0.654,4,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-4525,,,,,,,
PRELP,0.00322,0.144,0.158,4,hsa-miR-6805-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,,,,,,,
POU3F1,0.00322,0.144,0.158,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,hsa-miR-4532,,,,,,,
VAV3,0.275,0.7,0.667,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6784-5p,hsa-miR-4532,,,,,,,
MEF2D,0.171,0.66,0.545,4,hsa-miR-320a,hsa-miR-575,hsa-miR-642b-3p,hsa-miR-4648,,,,,,,
PRRT2,0.0262,0.377,0.287,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4675,,,,,,,
HOXB8,0.00119,0.087,0.121,4,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4687-5p,,,,,,,
SLC1A5,0.309,0.708,0.703,4,hsa-miR-3940-5p,hsa-miR-1307-3p,hsa-miR-4728-5p,hsa-miR-4690-5p,,,,,,,
THSD4,0.0118,0.302,0.226,4,hsa-miR-4525,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
SEMA3F,0.00119,0.087,0.121,4,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
C12orf49,0.126,0.605,0.485,4,hsa-miR-6131,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
CDH7,0.0516,0.454,0.356,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1203,hsa-miR-4728-5p,,,,,,,
PLXND1,0.0692,0.511,0.392,4,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,
DNAJC8,0.0186,0.325,0.259,4,hsa-miR-4276,hsa-miR-4690-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,
YY1,0.261,0.7,0.65,4,hsa-miR-4532,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4728-5p,,,,,,,
SAR1A,0.204,0.686,0.586,4,hsa-miR-1343-3p,hsa-miR-8073,hsa-miR-197-5p,hsa-miR-4728-5p,,,,,,,
PSMD11,0.0176,0.317,0.255,4,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
PGAM1,0.0354,0.394,0.315,4,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
BICDL1,0.0186,0.325,0.259,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
