"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","quinone binding GO0048038","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","quinone catabolic process GO1901662","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of T cell mediated immune response to tumor cell GO0002840","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of hair follicle development GO0051797","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mitotic recombination GO0000019","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein glycosylation GO0060049","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein metabolic process GO0051246","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of restriction endodeoxyribonuclease activity GO0032072","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of tolerance induction GO0002643","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of translational termination GO0006449","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of vascular permeability GO0043114","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of voltage-gated calcium channel activity GO1901385","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","resolution of recombination intermediates GO0071139","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","response to ironII ion GO0010040","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","response to sorbitol GO0072708","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ribosomal protein import into nucleus GO0006610","depleted","0.0079365","0.0079365","0.237114","2","hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","short-chain fatty acid catabolic process GO0019626","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","single-strand break-containing DNA binding GO1990165","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","single strand break repair GO0000012","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","stereocilia ankle link complex GO0002142","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sulfate transmembrane transport GO1902358","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sulfate transmembrane transporter activity GO0015116","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA aminoacylation GO0043039","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA cytosine methyltransferase activity GO0016427","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","telomeric 3 overhang formation GO0031860","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquinone binding GO0048039","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","virus receptor activity GO0001618","depleted","0.0079365","0.0079365","0.237114","2","hsa-miR-7703; hsa-miR-1229-3p"
"Target genes (miRTarBase)","2022-03-07 000000","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ABCF3","depleted","0.0079365","0.0079365","0.276668","2","hsa-miR-7703; hsa-miR-1229-3p"
"Target genes (miRTarBase)","ABL2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ACO1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","AGMO","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","AGTPBP1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ALDOA","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","AP1S3","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","APTX","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","BAIAP2L1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","C3orf62","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CABP4","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CDT1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CENPI","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CENPM","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CNDP1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CNNM1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","COMMD2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","CTNS","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","DARS2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","DCP1A","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","DENND5B","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","DNASE2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ERCC6L2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ETFDH","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","FKTN","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","GGPS1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","GRK3","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","GTF3C6","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","HMGB1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","HPSE","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","INO80","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","KDSR","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","KIAA0408","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","LETM2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","LMAN2L","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","LRIF1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","LRP10","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","LRRC58","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MACC1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MAP3K9","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-3130-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MCM8","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","METTL2B","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MRE11","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MTRF1L","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","MYDGF","depleted","0.0079365","0.0079365","0.276668","2","hsa-miR-7703; hsa-miR-1229-3p"
"Target genes (miRTarBase)","NPR1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","NQO2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","NT5C2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","OGFOD1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","PALM2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","PCCB","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","PIAS2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","PIWIL1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","PLEKHM3","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","RAPGEF1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","RFC2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","RGP1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","RGS17","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","SAR1A","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","SEC23IP","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","SLC25A45","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","SLC26A2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","STPG1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","TACO1","depleted","0.0079365","0.0079365","0.276668","2","hsa-miR-7703; hsa-miR-1229-3p"
"Target genes (miRTarBase)","TLCD2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","TOP3A","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","TTLL12","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","UGGT2","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","VEZT","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","VTA1","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZDHHC15","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZNF106","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZNF383","depleted","0.0079365","0.0079365","0.276668","2","hsa-miR-7703; hsa-miR-1229-3p"
"Target genes (miRTarBase)","ZNF573","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZNF677","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZNF716","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Target genes (miRTarBase)","ZNF786","enriched","0.0079365","0.0079365","0.276668","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","RISC complex GO0016442","enriched","0.0080475","0.0080475","0.239558","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-6847-3p"
"Pathways (KEGG)","Apelin signaling pathway","enriched","0.0080475","0.0080475","0.207753","19","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5585-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of canonical Wnt signaling pathway GO0090090","enriched","0.008264","0.008264","0.245114","15","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dendritic spine GO0043197","depleted","0.0093911","0.0093911","0.274083","14","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-5587-5p; hsa-miR-218-2-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-6774-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein localization GO0032880","enriched","0.0093911","0.0093911","0.274083","14","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-1253; hsa-miR-7703"
"Pathways (KEGG)","Central carbon metabolism in cancer","enriched","0.0093911","0.0093911","0.207753","14","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-548h-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","G protein-coupled receptor binding GO0001664","enriched","0.0094408","0.0094408","0.274083","13","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-660-5p; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","animal organ morphogenesis GO0009887","enriched","0.0094408","0.0094408","0.274083","13","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7151-5p"
"Annotations derived over miRTarBase (Gene Ontology)","centriolar satellite GO0034451","enriched","0.0094408","0.0094408","0.274083","13","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-5585-3p; hsa-miR-1253; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","postsynapse GO0098794","enriched","0.0094408","0.0094408","0.274083","13","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-660-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of focal adhesion assembly GO0051894","enriched","0.0100096","0.0100096","0.282245","6","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-5591-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of neuron apoptotic process GO0043525","enriched","0.0100096","0.0100096","0.282245","6","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-7703"
"Pathways (KEGG)","Alzheimer disease","enriched","0.0100096","0.0100096","0.207753","22","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","U2-type precatalytic spliceosome GO0071005","enriched","0.0102556","0.0102556","0.282245","10","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of inflammatory response GO0050728","enriched","0.0102556","0.0102556","0.282245","10","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-1227-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of inflammatory response GO0050729","enriched","0.0102556","0.0102556","0.282245","10","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","MAP kinase kinase activity GO0004708","enriched","0.0105685","0.0105685","0.282245","8","hsa-miR-3130-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-548h-5p; hsa-miR-1227-5p"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA binding GO0000049","enriched","0.0105685","0.0105685","0.282245","8","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-134-3p"
"Pathways (KEGG)","Lipid and atherosclerosis","enriched","0.0105685","0.0105685","0.207753","20","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703"
"Pathways (KEGG)","Wnt signaling pathway","enriched","0.0105685","0.0105685","0.207753","20","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","5-flap endonuclease activity GO0017108","depleted","0.0106838","0.0106838","0.282245","3","hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ATP-dependent chromatin remodeler activity GO0140658","depleted","0.0106838","0.0106838","0.282245","3","hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA repair complex GO1990391","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NADPH regeneration GO0006740","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Schwann cell proliferation GO0014010","depleted","0.0106838","0.0106838","0.282245","3","hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","actin crosslink formation GO0051764","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","base-excision repair, gap-filling GO0006287","depleted","0.0106838","0.0106838","0.282245","3","hsa-miR-1253; hsa-miR-134-3p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to steroid hormone stimulus GO0071383","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","commissural neuron axon guidance GO0071679","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","dosage compensation by inactivation of X chromosome GO0009048","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of axon extension involved in axon guidance GO0048842","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of phosphatidylinositol 3-kinase activity GO0043552","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of phosphorylation GO0042327","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4722-3p; hsa-miR-6722-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of toll-like receptor 9 signaling pathway GO0034165","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4524b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","proton transmembrane transport GO1902600","enriched","0.0106838","0.0106838","0.282245","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-4524b-5p"
