"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","protein-cysteine methyltransferase activity GO0106363","depleted","0.0139864","0.0139864","0.502418","5","hsa-miR-4483; hsa-miR-6743-3p; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1227-3p"
"Target genes (miRTarBase)","KMT2A","depleted","0.0139864","0.0139864","0.461812","5","hsa-miR-4483; hsa-miR-6743-3p; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","response to lipopolysaccharide GO0032496","enriched","0.0140341","0.0140341","0.502418","10","hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4443; hsa-miR-6805-3p; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to leucine starvation GO1990253","enriched","0.0141615","0.0141615","0.502418","4","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","leucine binding GO0070728","enriched","0.0141615","0.0141615","0.502418","4","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of transcription elongation by RNA polymerase II GO0034244","enriched","0.0141615","0.0141615","0.502418","4","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-4769-5p"
"Target genes (miRTarBase)","LRTOMT","depleted","0.0141615","0.0141615","0.461812","4","hsa-miR-4483; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","nucleosomal DNA binding GO0031492","depleted","0.0144036","0.0144036","0.502418","13","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-5698; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-4489; hsa-miR-1202; hsa-miR-342-5p"
"Pathways (KEGG)","Cell adhesion molecules","enriched","0.0146797","0.0146797","0.580015","23","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","alpha-tubulin binding GO0043014","enriched","0.0147313","0.0147313","0.502418","14","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to glucose starvation GO0042149","enriched","0.0147313","0.0147313","0.502418","14","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","intermediate filament cytoskeleton GO0045111","enriched","0.0147313","0.0147313","0.502418","14","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-4483; hsa-miR-940; hsa-miR-320b"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of release of cytochrome c from mitochondria GO0090200","enriched","0.0150847","0.0150847","0.502418","8","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-1470; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of collagen fibril organization GO1904028","depleted","0.0151515","0.0151515","0.502418","2","hsa-miR-4489; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","primary adaptive immune response involving T cells and B cells GO0090721","enriched","0.0151515","0.0151515","0.502418","2","hsa-miR-4685-3p; hsa-miR-6076"
"Target genes (miRTarBase)","BACH2","enriched","0.0151515","0.0151515","0.461812","2","hsa-miR-4685-3p; hsa-miR-6076"
"Target genes (miRTarBase)","COLGALT1","depleted","0.0151515","0.0151515","0.461812","2","hsa-miR-4489; hsa-miR-4769-5p"
"Target genes (miRTarBase)","PURA","enriched","0.0151515","0.0151515","0.461812","2","hsa-miR-1185-2-3p; hsa-miR-6076"
"GO Biological process (miRPathDB)","cellular macromolecule catabolic process","enriched","0.0151515","0.0151515","0.258479","2","hsa-miR-17-3p; hsa-miR-6076"
"GO Molecular function (miRPathDB)","chloride channel inhibitor activity","enriched","0.0151515","0.0151515","0.189091","2","hsa-miR-1185-2-3p; hsa-miR-6076"
"WikiPathways (miRPathDB)","Exercise-induced Circadian Regulation","enriched","0.0151515","0.0151515","0.403703","2","hsa-miR-1185-2-3p; hsa-miR-6076"
"Annotations derived over miRTarBase (Gene Ontology)","L-lysine transmembrane transporter activity GO0015189","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-4489; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","L-ornithine transmembrane transporter activity GO0000064","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-4489; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","basic amino acid transmembrane transporter activity GO0015174","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-4489; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lysine transport GO0015819","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-4489; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of I-kappaB phosphorylation GO1903721","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","vitamin D metabolic process GO0042359","depleted","0.0155039","0.0155039","0.502418","3","hsa-miR-185-3p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Pathways (KEGG)","Maturity onset diabetes of the young","enriched","0.0155039","0.0155039","0.580015","3","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-31-3p"
"Target genes (miRTarBase)","PROSER3","depleted","0.0155039","0.0155039","0.461812","3","hsa-miR-185-3p; hsa-miR-4489; hsa-miR-1202"
"Target genes (miRTarBase)","TMEM109","depleted","0.0155039","0.0155039","0.461812","3","hsa-miR-185-3p; hsa-miR-1470; hsa-miR-342-5p"
"GO Biological process (miRPathDB)","regulation of epithelial cell migration","enriched","0.0155039","0.0155039","0.258479","3","hsa-miR-17-3p; hsa-miR-6877-5p; hsa-miR-31-3p"
"Interactions (NPInter)","GPX3","depleted","0.0155039","0.0155039","0.387834","3","hsa-miR-185-3p; hsa-miR-1202; hsa-miR-1227-3p"
"Interactions (NPInter)","RASA1","enriched","0.0155039","0.0155039","0.387834","3","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-31-3p"
"Interactions (NPInter)","RCAN2","depleted","0.0155039","0.0155039","0.387834","3","hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1202"
"Interactions (NPInter)","UBQLN4","depleted","0.0155039","0.0155039","0.387834","3","hsa-miR-185-3p; hsa-miR-3181; hsa-miR-1202"
"Annotations derived over miRTarBase (Gene Ontology)","autophagosome GO0005776","enriched","0.0156983","0.0156983","0.502418","23","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-4313; hsa-miR-6776-5p; hsa-miR-320b; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","anaphase-promoting complex-dependent catabolic process GO0031145","depleted","0.0161277","0.0161277","0.502418","12","hsa-miR-4685-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-4443; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-941; hsa-miR-6819-5p; hsa-miR-1227-3p"
"Diseases (MNDR)","Gastric cancer","depleted","0.016401","0.016401","0.305936","32","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4440; hsa-miR-6793-5p; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-3181; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-4489; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","FMN binding GO0010181","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","GDP-dissociation inhibitor activity GO0005092","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-5100; hsa-miR-17-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","K63-linked polyubiquitin modification-dependent protein binding GO0070530","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-5100; hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","MAP-kinase scaffold activity GO0005078","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","chromatoid body GO0033391","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of inflammatory response to antigenic stimulus GO0002862","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-4685-3p; hsa-miR-6076; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of DNA strand elongation GO0060382","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-1185-2-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of chromosome organization GO0033044","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-1185-2-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of keratinocyte differentiation GO0045616","enriched","0.0166916","0.0166916","0.502418","6","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-4472; hsa-miR-6793-5p; hsa-miR-5698"
"Target genes (miRTarBase)","MPRIP","enriched","0.0166916","0.0166916","0.461812","6","hsa-miR-1290; hsa-miR-6877-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","myosin binding GO0017022","enriched","0.0172975","0.0172975","0.502418","8","hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of sprouting angiogenesis GO1903671","depleted","0.0175817","0.0175817","0.502418","7","hsa-miR-495-5p; hsa-miR-31-3p; hsa-miR-940; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of NF-kappaB transcription factor activity GO0032088","enriched","0.017798","0.017798","0.502418","14","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6776-5p; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","EP4 subtype prostaglandin E2 receptor binding GO0031867","enriched","0.0178529","0.0178529","0.502418","4","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-4456"
"Target genes (miRTarBase)","FEM1A","enriched","0.0178529","0.0178529","0.461812","4","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-4456"
"Annotations derived over miRTarBase (Gene Ontology)","centrosome cycle GO0007098","depleted","0.0179201","0.0179201","0.502418","17","hsa-miR-5100; hsa-miR-6780a-5p; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6776-5p; hsa-miR-1470; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","clathrin-coated endocytic vesicle membrane GO0030669","enriched","0.0179201","0.0179201","0.502418","17","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-6776-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","U2-type precatalytic spliceosome GO0071005","enriched","0.0179406","0.0179406","0.502418","16","hsa-miR-1185-2-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-320d; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-944; hsa-miR-320b"
"Annotations derived over miRTarBase (Gene Ontology)","endosomal transport GO0016197","enriched","0.0179406","0.0179406","0.502418","16","hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","anterograde axonal transport GO0008089","enriched","0.018152","0.018152","0.502418","10","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of macroautophagy GO0016239","enriched","0.0186062","0.0186062","0.502418","8","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","potassium ion leak channel activity GO0022841","enriched","0.0186062","0.0186062","0.502418","8","hsa-miR-1185-2-3p; hsa-miR-6076; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-504-3p; hsa-miR-940; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","stabilization of membrane potential GO0030322","enriched","0.0186062","0.0186062","0.502418","8","hsa-miR-1185-2-3p; hsa-miR-6076; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-504-3p; hsa-miR-940; hsa-miR-1470"
"Gene Ontology (miRWalk)","GO0005576 extracellular region","depleted","0.0186062","0.0186062","0.286231","8","hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-940; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol dephosphorylation GO0046856","enriched","0.0194425","0.0194425","0.502418","5","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","protein-containing complex localization GO0031503","enriched","0.0194425","0.0194425","0.502418","5","hsa-miR-4472; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of proteasomal ubiquitin-dependent protein catabolic process GO0032434","enriched","0.0194425","0.0194425","0.502418","5","hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","serine-type peptidase activity GO0008236","enriched","0.0194425","0.0194425","0.502418","5","hsa-miR-6076; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-504-3p; hsa-miR-646"
"Target genes (miRTarBase)","G3BP1","depleted","0.0194425","0.0194425","0.461812","5","hsa-miR-6805-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-1227-3p"
"Target genes (miRTarBase)","UBN2","enriched","0.0194425","0.0194425","0.461812","5","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-3652; hsa-miR-646"
"GO Biological process (miRPathDB)","positive regulation of cellular metabolic process","enriched","0.0197322","0.0197322","0.258479","4","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-646"
"GO Biological process (miRPathDB)","positive regulation of metabolic process","enriched","0.0197322","0.0197322","0.258479","4","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","deoxyribonuclease inhibitor activity GO0060703","enriched","0.020155","0.020155","0.502418","3","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","laminin-10 complex GO0043259","enriched","0.020155","0.020155","0.502418","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","laminin-11 complex GO0043260","enriched","0.020155","0.020155","0.502418","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","laminin-1 complex GO0005606","enriched","0.020155","0.020155","0.502418","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","methenyltetrahydrofolate cyclohydrolase activity GO0004477","enriched","0.020155","0.020155","0.502418","3","hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","methylenetetrahydrofolate dehydrogenase NAD+ activity GO0004487","enriched","0.020155","0.020155","0.502418","3","hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","methylenetetrahydrofolate dehydrogenase NADP+ activity GO0004488","enriched","0.020155","0.020155","0.502418","3","hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of apoptotic DNA fragmentation GO1902511","enriched","0.020155","0.020155","0.502418","3","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of deoxyribonuclease activity GO0032076","enriched","0.020155","0.020155","0.502418","3","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of gluconeogenesis GO0045721","enriched","0.020155","0.020155","0.502418","3","hsa-miR-5100; hsa-miR-6780a-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","phospholipase D activity GO0004630","enriched","0.020155","0.020155","0.502418","3","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of osteoblast proliferation GO0033690","depleted","0.020155","0.020155","0.502418","3","hsa-miR-6776-5p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein complex involved in cell-matrix adhesion GO0098637","enriched","0.020155","0.020155","0.502418","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of basement membrane organization GO0110011","enriched","0.020155","0.020155","0.502418","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Annotations derived over miRTarBase (Gene Ontology)","spermatid nucleus differentiation GO0007289","enriched","0.020155","0.020155","0.502418","3","hsa-miR-1290; hsa-miR-7110-5p; hsa-miR-4472"
"Target genes (miRTarBase)","DFFA","enriched","0.020155","0.020155","0.461812","3","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472"
"Target genes (miRTarBase)","LAMC1","enriched","0.020155","0.020155","0.461812","3","hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472"
"Target genes (miRTarBase)","LEAP2","depleted","0.020155","0.020155","0.461812","3","hsa-miR-6776-5p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Target genes (miRTarBase)","PYGO1","enriched","0.020155","0.020155","0.461812","3","hsa-miR-1290; hsa-miR-7110-5p; hsa-miR-4472"
"Target genes (miRTarBase)","ZNF321P","depleted","0.020155","0.020155","0.461812","3","hsa-miR-6776-5p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Target genes (miRTarBase)","ZNF799","enriched","0.020155","0.020155","0.461812","3","hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-4472"
"GO Biological process (miRPathDB)","positive regulation of gene expression","enriched","0.020155","0.020155","0.258479","3","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-4472"
"Gene Ontology (miRWalk)","GO0000075 cell cycle checkpoint","depleted","0.0202176","0.0202176","0.286231","7","hsa-miR-31-3p; hsa-miR-940; hsa-miR-185-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0016071 mrna metabolic process","depleted","0.0202176","0.0202176","0.286231","7","hsa-miR-17-3p; hsa-miR-940; hsa-miR-185-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","3-UTR-mediated mRNA stabilization GO0070935","enriched","0.0203836","0.0203836","0.502418","8","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-6805-3p"
"Annotations derived over miRTarBase (Gene Ontology)","branching involved in ureteric bud morphogenesis GO0001658","depleted","0.0203836","0.0203836","0.502418","8","hsa-miR-646; hsa-miR-5698; hsa-miR-940; hsa-miR-4313; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cell death GO0008219","enriched","0.0205283","0.0205283","0.502418","15","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-4483; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to epidermal growth factor stimulus GO0071364","enriched","0.0207147","0.0207147","0.502418","13","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-4313"
"Annotations derived over miRTarBase (Gene Ontology)","eye development GO0001654","enriched","0.0210488","0.0210488","0.502418","9","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-6793-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","protein disulfide isomerase activity GO0003756","enriched","0.0210488","0.0210488","0.502418","9","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","secretory granule GO0030141","enriched","0.0210488","0.0210488","0.502418","9","hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483"
"Localization (RNALocate)","Nucleus","depleted","0.0210488","0.0210488","0.146081","9","hsa-miR-504-3p; hsa-miR-320d; hsa-miR-940; hsa-miR-944; hsa-miR-3181; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","adenylate cyclase-activating dopamine receptor signaling pathway GO0007191","depleted","0.0212121","0.0212121","0.502418","2","hsa-miR-320b; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","histone H3K27 methyltransferase activity GO0046976","depleted","0.0212121","0.0212121","0.502418","2","hsa-miR-320b; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein K69-linked ufmylation GO1990592","enriched","0.0212121","0.0212121","0.502418","2","hsa-miR-5100; hsa-miR-495-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein ufmylation GO0071569","enriched","0.0212121","0.0212121","0.502418","2","hsa-miR-5100; hsa-miR-495-5p"
